id_cliente,id_emprestimo,id_historico,idade_cliente,salario_cliente,tipo_propriedade,tempo_trabalho,motivo_emprestimo,pontuacao_emprestimo,valor_emprestimo,taxa_juros,salario_emprestimo,tempo_como_cliente,INADIMPLENTE,POSSIBILIDADE_INADIMPLENCIA
6b2F9EbF-lqe7,ArPWwYmE-I3sg,ZUjM5SYo-4oX6,42.0,210000.0,financiado,3.0,ensino,A,7000.0,6.17,0.1,12.0,0,0.0
ttt0xpyC-H3JK,BQl08uWD-ZfTt,C2AsyIo8-ZaZO,24.0,42300.0,alugado,8.0,pessoal,D,24250.0,16.0,0.22,2.0,0,1.0
fWv6K90p-e0mx,fJaxT6BI-sa5p,4nlZ7EG5-qUqW,23.0,33000.0,alugado,4.0,reforma,B,7925.0,10.59,0.08,10.0,0,1.0
eAu70Zhd-Y56P,1UeFJ0k4-zEAL,788Xb4e3-uehG,30.0,45000.0,alugado,2.0,ensino,A,10000.0,7.9,0.13,6.0,0,0.0
haa315rU-8dM2,8oA8lDnj-tlEy,qCGoDKJT-3bpm,24.0,99996.0,alugado,0.0,risco,B,10000.0,11.14,0.28,3.0,0,0.0
HoPx6tZR-zPWe,jLEdA0FT-bYoP,zWkiSe2z-q3zQ,23.0,24000.0,alugado,2.0,saude,A,6000.0,8.9,0.06,3.0,0,0.0
1RWvTfST-gQmz,7opO5Ykw-Zb02,EwPcOaTx-4kcO,24.0,33000.0,financiado,3.0,saude,A,13500.0,9.63,0.25,4.0,0,0.0
pJgaBWEo-zbzY,hXCYbnKY-syLE,1Eczcn5O-Kw9A,27.0,70000.0,alugado,11.0,saude,B,10000.0,14.59,0.14,4.0,0,0.0
PB9LPDXz-B5kR,WRDMIgGL-aQad,tBOEKr5k-ss85,28.0,14400.0,alugado,2.0,risco,A,20500.0,6.91,0.38,5.0,0,0.0
S6szRMaw-K8Lx,gEWDvMzY-z7Eg,561rCETd-4w9N,29.0,27000.0,alugado,4.0,risco,C,6000.0,13.92,0.21,3.0,1,0.0
3Uw2nYq7-Jryh,MW0pouiy-dpbh,aa3UdNmz-OCse,30.0,33600.0,alugado,5.0,pessoal,A,8000.0,7.49,0.11,4.0,0,1.0
U44toOTN-raaY,7Dic0l3y-x31N,f5mUfLlR-eSA3,33.0,72890.0,financiado,1.0,reforma,A,6000.0,8.94,0.22,3.0,0,1.0
ji3fFcUX-uC4L,mFEqQ22P-tkUN,3HxT84nl-ErTe,23.0,24000.0,proprio,0.0,pessoal,B,1600.0,9.88,0.02,2.0,0,0.0
WM60zmBv-4wmS,1ZvZDbHI-cmaU,5YJLF8un-UAIJ,27.0,42000.0,alugado,3.0,saude,C,1500.0,14.35,0.03,3.0,1,0.0
rwSCQDMf-m9p8,okMz2Cp1-UIM0,QoI2Z09I-zoze,31.0,150000.0,alugado,0.0,ensino,A,6000.0,5.79,0.15,7.0,0,0.0
i5h46wGm-cvsR,kdJN9Xl9-oIor,cYdMOBuF-cWXh,24.0,62900.0,financiado,8.0,risco,B,24000.0,11.49,0.26,4.0,0,0.0
xsu88L9B-aYwz,1xuGuBns-mvbW,e3rmRDTN-5mXB,32.0,132000.0,financiado,16.0,ensino,A,3000.0,5.79,0.06,3.0,0,0.0
PPo8Ylbl-tZjX,wz1bciBS-piE5,ri73h7Ef-ZbiT,21.0,36000.0,alugado,5.0,saude,B,7000.0,10.65,0.13,2.0,0,0.0
9QHvP0Pf-JDrc,rMWSJwA7-ZfYg,HkOTH3ns-OL3J,33.0,32400.0,alugado,8.0,ensino,B,15000.0,11.86,0.25,2.0,0,0.0
5deB5DeT-OKAp,EnB5kFM5-lKBp,MxE1C4Me-OjW0,33.0,54000.0,alugado,15.0,pessoal,A,8000.0,6.99,0.24,6.0,0,0.0
j7G3n4wq-LhvS,CzNfyvzi-r0A0,qXsqCPq0-Wx48,32.0,12000.0,alugado,2.0,risco,B,15000.0,11.12,0.17,4.0,0,0.0
B6pI4RcS-9Fqj,MAlj8w85-oamA,TZg3nTq7-vLtY,22.0,39000.0,alugado,2.0,quitar,B,20800.0,12.21,0.3,4.0,1,0.0
1PYXXwkQ-cBCH,s0Bcz14E-nWeM,7Lb5oyml-ciiO,41.0,50780.0,financiado,14.0,quitar,D,12000.0,16.29,0.26,7.0,0,1.0
kP20EDes-gSSe,edLoKtSr-dZPQ,s2GGoacb-scOr,25.0,85000.0,financiado,7.0,saude,C,16800.0,13.49,0.25,4.0,0,0.0
8tyoFlHU-LM7Q,QO3TTpS6-GWGC,mYHjttHu-eFfy,26.0,100840.0,alugado,10.0,saude,B,7000.0,9.62,0.23,3.0,0,1.0
AKCM9xbq-zQK2,5X8RyaPE-dzEB,T4v1dqCW-BW10,22.0,16320.0,alugado,0.0,saude,B,5000.0,11.86,0.17,3.0,1,0.0
sLhqr4A8-aD87,4STTUfoa-w0IM,qUgxW3Fi-rghS,29.0,44000.0,alugado,0.0,saude,A,8000.0,7.74,0.08,2.0,0,0.0
rl9GT2M5-hog1,dd8O1Oim-ezJg,987o6yun-hNWM,44.0,37000.0,alugado,0.0,quitar,A,7500.0,8.63,0.09,2.0,0,0.0
cCvkKHHj-dbrF,qPc4klfv-iQxo,EsCfUXe0-Nql3,34.0,23000.0,proprio,2.0,saude,A,5000.0,6.76,0.19,2.0,0,0.0
4pRUMjSQ-hzai,wxL9qGbJ-O7Lz,o68CpAf4-PaZh,21.0,32400.0,financiado,3.0,ensino,C,5600.0,13.98,0.05,7.0,0,0.0
XEesFKbc-M8ZT,TDS3n5MK-19i7,7icBAXj4-P38v,26.0,35000.0,financiado,0.0,risco,C,6000.0,14.65,0.2,6.0,0,0.0
0NEe4UH5-Xkc2,YkIMmsWT-1dxu,Rg6HRlaE-bqUn,26.0,28000.0,alugado,8.0,risco,C,8000.0,12.41,0.23,3.0,0,0.0
Hkze9QuD-YLFE,dypuH8Jx-pGlQ,Gm5WsGoQ-q7DB,25.0,56000.0,alugado,2.0,pessoal,D,10000.0,15.33,0.23,4.0,0,1.0
d0a1bQ4H-MRre,URM4fFsS-YsUY,kNYe4tk4-w8RB,26.0,102000.0,alugado,5.0,risco,C,8000.0,13.92,0.13,4.0,0,0.0
oGXj2zsj-NI6T,vBJdsAuT-lOU8,d78t3JwR-17BS,47.0,65000.0,financiado,21.0,saude,A,9000.0,6.62,0.17,4.0,0,0.0
YjQ5vX4r-n9sH,9DhHSBkb-oqps,uzjAOx1r-ienZ,33.0,144000.0,financiado,1.0,saude,D,5000.0,16.77,0.06,4.0,0,1.0
eh7BT4AB-CIXd,DWKWSlwk-jpK3,rmS6gpxx-P4FM,31.0,100300.0,alugado,1.0,ensino,A,9600.0,7.49,0.16,8.0,1,1.0
qbe0fc35-4Qss,ee9vFDil-rRLs,FKAgFmML-EK8Y,24.0,45000.0,alugado,8.0,risco,B,12000.0,11.89,0.32,5.0,1,1.0
pO217EBP-owcO,edX8Cqaf-zCsh,GySkR66U-cDxB,30.0,60000.0,financiado,10.0,pessoal,A,12000.0,6.03,0.27,7.0,0,0.0
bnB6hjMS-vsMh,QldR66gA-72mq,5ooSF1d8-xbQK,22.0,57000.0,alugado,6.0,ensino,B,18000.0,12.18,0.21,12.0,0,0.0
2CAGwmpk-d3MY,eOOhHW8S-SCoS,8Yfpn0iB-4EP4,35.0,18200.0,alugado,4.0,ensino,B,7000.0,11.71,0.32,9.0,1,0.0
M6RhofcE-JUI5,GSXwqruH-RPcX,hAXDvLjQ-cfJx,31.0,50000.0,financiado,4.0,quitar,B,14000.0,11.71,0.27,16.0,0,0.0
JDCofMQx-NcqA,lTOmAdzM-ZUDr,NTuylvgP-OsWx,34.0,41004.0,financiado,5.0,risco,B,20000.0,11.86,0.44,15.0,1,1.0
pPmUioc0-9Q5D,MUHaCZUH-rZzh,4MZu5qML-FdIB,54.0,65000.0,financiado,4.0,ensino,B,6300.0,11.49,0.11,3.0,0,0.0
umsZNkaQ-qiTy,9lmCpqZC-3L6z,uY0hqUio-mI8g,26.0,81380.0,alugado,9.0,ensino,A,12000.0,7.29,0.34,4.0,0,1.0
RKMOpDTp-rOMi,9gEvHTcs-RaaR,ojrNQwTx-jWcr,27.0,83000.0,financiado,11.0,saude,A,4500.0,6.39,0.09,9.0,0,0.0
Wi5MfCYr-DQOB,OKQLkCid-leW4,pp4RHFsg-pToe,23.0,32000.0,alugado,4.0,quitar,C,18000.0,12.84,0.6,13.0,0,0.0
QEeSyMZ6-AMlT,64Xo5oC6-Zzol,oxszvw0f-BzfL,29.0,83000.0,alugado,13.0,pessoal,C,12000.0,13.06,0.36,9.0,1,0.0
ZzjMu3Ax-Zn6U,CsC7w4h1-LUvo,huSnX3Yt-Z6F5,40.0,52479.0,alugado,17.0,reforma,C,4800.0,13.72,0.07,7.0,0,0.0
ypA4TBm2-LlMz,w4S6zk6t-gsy3,eQGSvZec-RsLu,21.0,60000.0,alugado,5.0,pessoal,A,7500.0,8.32,0.2,3.0,1,0.0
TKr9DFpW-c23Y,4mSxOz56-Ii3e,cTY8pusy-c3rz,25.0,44500.0,alugado,0.0,quitar,B,7000.0,9.2,0.08,17.0,0,0.0
ArTJBCEa-Ojl3,vefLKrIM-AbH1,ckBuke0o-ycJ8,21.0,50000.0,alugado,4.0,pessoal,B,3000.0,11.99,0.07,14.0,0,0.0
ReIltuhI-9rXx,Ovvn5PIj-pkgT,NizOqLa5-DN5E,25.0,110000.0,outro,8.0,ensino,A,15000.0,8.49,0.25,7.0,0,0.0
mbqsZswZ-tAlH,ylqmJAWE-Rro8,zvjGyRBJ-0D2E,37.0,117000.0,financiado,3.0,pessoal,A,4200.0,7.29,0.08,2.0,0,0.0
zqrgnHzb-umj6,JHKEjOFI-2uoL,RnPCuPQN-6kcK,29.0,65000.0,financiado,7.0,reforma,B,15000.0,9.76,0.09,3.0,0,0.0
Q4L4l6vE-sG8D,kR4ED1vQ-hgx6,sgf5j4Qs-mkU8,39.0,60000.0,financiado,19.0,ensino,C,10000.0,15.23,0.19,7.0,1,0.0
etDqkWGE-OsgG,XNT73mCD-Ubn7,Waqmwb4K-8rUM,24.0,35000.0,alugado,3.0,ensino,C,5600.0,13.8,0.14,5.0,0,0.0
dwdWGrcD-Oadd,8HbALZxq-gmv5,EA7vkWTS-6lJA,26.0,54000.0,alugado,2.0,reforma,C,4800.0,13.49,0.07,6.0,1,0.0
rrnK4vot-1h7G,Tgq734Ll-Pyul,AFJ0JLj8-CdA1,22.0,32340.0,alugado,6.0,saude,A,15000.0,7.88,0.2,6.0,0,0.0
K5L32ZYa-G9wD,42atCq3R-1uC5,TAHXbppy-5RnC,25.0,120000.0,alugado,3.0,ensino,B,3000.0,11.99,0.16,2.0,1,1.0
pzfzgJAL-rdlx,rDzFB4qQ-Kabj,NKCHM1pt-8ScY,32.0,28672.0,proprio,5.0,risco,B,5000.0,9.62,0.12,7.0,0,0.0
nW9jIBre-DZXf,NG6mph2e-lfyd,75T38nGM-xRQU,33.0,118000.0,financiado,12.0,reforma,A,6000.0,5.42,0.08,7.0,0,0.0
nwssFLyZ-oQFQ,Kgz96sRx-Rqtc,1C8AYDPc-h1vU,24.0,43896.0,alugado,8.0,risco,C,3000.0,13.8,0.07,4.0,0,0.0
9ilaF7W2-2tRc,8KFbGhNo-XPcn,wOpZ3sCi-qk4J,31.0,12996.0,alugado,4.0,quitar,B,10650.0,10.59,0.22,14.0,0,0.0
ETvCDTtr-z1Wn,vrjNa7m9-NoK5,8nyBHWl3-SAOf,26.0,180000.0,financiado,2.0,risco,C,8000.0,13.79,0.38,2.0,0,0.0
nEN3NtG4-4XNW,CDeZTxmK-a5Kv,T83UbRRc-G28o,29.0,126000.0,financiado,0.0,saude,B,14150.0,12.69,0.35,3.0,0,1.0
zlxTXsMJ-zNmP,cnz2F1HF-7Xv1,1XiZyvzD-uyjt,28.0,69996.0,alugado,1.0,pessoal,B,3000.0,10.38,0.05,12.0,1,0.0
xNTEC7Lf-2ZaF,AKfbs5TJ-9Sio,6MlxRdys-fCTZ,26.0,60000.0,financiado,9.0,quitar,A,1200.0,8.59,0.01,4.0,0,0.0
eeeNsG03-h61e,iQDPthnA-weji,Y1Ro4HXx-lp7m,43.0,72800.0,financiado,7.0,ensino,A,3500.0,6.99,0.1,10.0,0,0.0
LPNleC3x-4Kji,6O5uXYg6-wnPR,9oTgIePM-4B5q,26.0,95004.0,financiado,10.0,reforma,E,20000.0,16.32,0.19,5.0,0,1.0
O4TEBfvY-LrNx,EAKc0HUX-7FCm,JJuLK8EC-t1GU,23.0,95000.0,financiado,7.0,risco,A,4000.0,7.14,0.06,4.0,0,0.0
nm7QwEve-B7uy,XOGQIHIg-gHRk,xvtRmF0n-eqZH,27.0,36672.0,alugado,11.0,risco,B,2400.0,10.99,0.06,15.0,0,0.0
XUPbgPA9-qSZ6,0J49fI5A-bPee,Nw2h3eLA-xOHm,26.0,38000.0,alugado,10.0,saude,B,5000.0,12.18,0.11,2.0,0,0.0
FfXD42Uu-hGKc,rYHAQpDn-Z2Cb,1Ore98MT-fbqv,25.0,75000.0,financiado,9.0,quitar,C,7200.0,13.47,0.08,7.0,0,0.0
Hk8Nm9MC-oDk6,ceAgKh8n-3CmZ,X58Shy88-oInX,29.0,95000.0,financiado,4.0,saude,B,18000.0,10.95,0.38,6.0,0,1.0
cEjbZaRO-oiW9,KQr9xTq0-Dqs9,nDdNngnq-2fJC,31.0,68000.0,financiado,15.0,ensino,A,6500.0,5.42,0.18,5.0,0,0.0
nHjhUuvy-hjHW,OQjv1WsO-soso,gBP4S1xt-pAxk,24.0,100000.0,financiado,8.0,quitar,B,8500.0,11.49,0.26,4.0,0,0.0
1lIr1BNg-bf9Q,5oY0vNow-aiYk,voK0m05t-u52K,26.0,71400.0,alugado,10.0,risco,D,10000.0,16.77,0.22,4.0,1,0.0
rUeHq7Ng-DbQX,JaPSBn4e-j0B3,wjlTECTq-HNqv,36.0,156326.0,alugado,10.0,quitar,A,9575.0,6.62,0.22,4.0,0,0.0
HZFMUJQa-Chtj,yhalprLS-ZMjJ,Wcqmm1cS-mJQq,25.0,70000.0,financiado,1.0,quitar,B,2000.0,12.53,0.03,3.0,0,0.0
6h0FRkW7-pTZ5,Og8tFWly-9EjH,F023zp7l-pDZ6,29.0,46000.0,alugado,1.0,pessoal,A,3300.0,6.39,0.09,9.0,0,0.0
mCuUccFD-j5zW,fjqKjYGO-Zz4c,kM2L5dkT-EAbM,27.0,136000.0,financiado,3.0,pessoal,A,16000.0,5.99,0.2,7.0,0,0.0
YrsdEfdg-fSrI,tOR4m5Dn-tymn,nrYF4QxM-0tDn,26.0,53000.0,alugado,2.0,saude,D,3300.0,15.65,0.1,9.0,1,0.0
CEtlT17u-NPnm,2MWPWmY5-bWb8,vur5gfUh-9YS1,25.0,24000.0,proprio,4.0,ensino,A,20000.0,6.17,0.4,4.0,0,0.0
ccU5LAlm-oeHq,wU5hcEwQ-h65U,7kIzvjbI-Ecfp,52.0,54000.0,alugado,0.0,reforma,B,24000.0,10.25,0.31,3.0,0,1.0
uOO7pso4-KQkM,msaaXSBP-blNM,hldgE3Za-3hLX,27.0,53000.0,financiado,6.0,pessoal,C,7000.0,13.16,0.08,2.0,1,0.0
cSTbAfrx-WSR2,yD9MQZ3r-jotU,L08eskYo-HYqn,24.0,42000.0,financiado,8.0,ensino,B,25000.0,11.49,0.4,8.0,0,0.0
BhPsY7Al-Pobg,CKZWeH36-MP9l,tiQHhQxy-IpGA,25.0,100000.0,financiado,2.0,reforma,A,8000.0,7.49,0.12,4.0,0,0.0
ahO82B3b-Ir2B,kmfBLOhT-yr3Z,67eperuC-4IsH,26.0,76800.0,financiado,2.0,risco,E,8000.0,15.68,0.1,4.0,0,0.0
1t6NjPwZ-LSW2,dUuAXbht-C1Uw,MObAmhwX-rqed,24.0,45000.0,financiado,8.0,saude,A,5500.0,7.51,0.09,8.0,0,0.0
sT9SPE16-SiPT,RZeyJcf8-Df50,lk2BD3Uq-HbP3,23.0,41000.0,financiado,7.0,pessoal,D,6500.0,15.65,0.33,17.0,0,1.0
mTzuKyoY-mS5l,F0MrqysN-HGvo,Po9EekXF-tvhE,28.0,112123.0,alugado,2.0,risco,D,7500.0,12.61,0.1,2.0,1,0.0
tBaYLdD9-Pr5H,1IY5LiKx-Xx1g,IAPtl0qw-RUvy,22.0,69000.0,financiado,6.0,saude,B,4800.0,10.37,0.11,3.0,0,0.0
gdEcdGZ8-FFv5,yQMsD3oA-h4ic,SjwSk5ic-X84p,30.0,60000.0,alugado,0.0,saude,A,12000.0,7.66,0.19,4.0,0,0.0
1mC6dKni-Lnt9,307TStNM-vKfH,y7kGiGJp-53C6,33.0,15600.0,proprio,1.0,ensino,A,8875.0,6.62,0.34,4.0,0,1.0
fEA6KhwQ-YJnR,A8TABTs3-PsNA,w0jxXwTL-f0v9,31.0,100000.0,financiado,5.0,ensino,B,2800.0,12.18,0.03,8.0,0,1.0
BIdYzHIq-hgRb,8i5A4wKh-F8xP,4l0LbJoh-GwgM,25.0,180000.0,proprio,9.0,saude,A,4950.0,7.68,0.14,4.0,0,0.0
inJZcLuF-djDI,5Z5wmZyG-fkis,ZNX5wRMJ-xGL9,25.0,60000.0,proprio,9.0,ensino,C,5200.0,14.65,0.05,2.0,0,0.0
2gRdpnIu-9jNf,nwCTc5Lz-961A,Sny4vd9e-BRcN,25.0,45600.0,alugado,6.0,ensino,B,1000.0,10.99,0.03,3.0,0,0.0
7OBguc7m-Wtfp,C0yDoBN1-Qtgx,I3hRIy98-2HHz,30.0,100000.0,financiado,9.0,quitar,A,4000.0,7.88,0.11,4.0,0,0.0
2mysnaAo-oAm9,8Rv4DDPc-ljfh,ddhIIi9T-WAhb,24.0,50000.0,financiado,8.0,quitar,B,20000.0,12.53,0.22,9.0,0,0.0
mrfKuEMQ-zN9H,v01zfjvM-nIgf,hibEnp8O-A0Mv,23.0,29472.0,alugado,3.0,risco,D,2500.0,14.09,0.06,3.0,1,1.0
hnDNLSut-JM3H,bL2509Ti-bFI1,Y2grTSpl-lAf2,27.0,75288.0,financiado,12.0,ensino,D,24250.0,14.96,0.39,12.0,0,0.0
XhGu4PhW-0Gob,d7EftOwb-bmJK,X4UdYkxX-TG2q,25.0,137400.0,alugado,4.0,reforma,A,6000.0,9.38,0.05,2.0,0,0.0
Ly936IB6-H8w8,kk4diSdM-SgBb,hSfzHqOk-7toB,36.0,72000.0,financiado,3.0,saude,A,6000.0,8.49,0.08,10.0,1,0.0
Y5jUW8LC-ZRMT,c35X7Pqy-zbq3,924mn4xq-0bHd,39.0,92000.0,financiado,1.0,ensino,D,20000.0,16.89,0.25,3.0,0,0.0
SspcFlYE-1G7Z,nCO2g24g-xBtX,h9CWL6xE-vOMJ,25.0,50000.0,financiado,9.0,risco,B,1800.0,11.99,0.09,16.0,0,0.0
bdcnMR59-UJ6Y,ZiaqrKhK-AZhc,FhvTXoyY-cg6p,26.0,35000.0,alugado,7.0,reforma,B,12000.0,10.65,0.2,2.0,0,0.0
yXlkNaOR-llRp,5jlQ51GP-Uz6j,0f1oUnU4-FXGJ,33.0,35600.0,alugado,1.0,saude,B,15600.0,10.99,0.23,14.0,1,0.0
YWZP6trb-fHUB,T0JY4ejM-HbS6,cK09cAdY-k7nh,28.0,30422.0,proprio,12.0,reforma,B,10000.0,11.36,0.23,3.0,0,1.0
jSrqYrdk-Ej3e,uKL6vjvr-3E89,pCm96fyG-ssyE,25.0,48226.0,alugado,9.0,saude,A,1000.0,8.9,0.08,9.0,1,0.0
9WJ1TkdW-DnUR,vszwHlpe-XahP,R9FAMOAP-Fauw,46.0,56000.0,financiado,1.0,quitar,B,15000.0,12.42,0.47,2.0,0,1.0
9U3af7ob-jaqE,8l6dP1Ur-M9ZN,PZqEBuUu-tZlU,31.0,75000.0,financiado,8.0,risco,A,12000.0,9.32,0.24,7.0,0,0.0
dqz75FzW-CGyt,Q4L3vglR-w9ev,1OuAHJhj-y989,32.0,120000.0,financiado,16.0,quitar,B,12700.0,11.71,0.24,25.0,0,1.0
G9Lwhu2H-IDJw,8zHWjDCw-vzk3,CUU2m5rO-4Npl,22.0,48000.0,financiado,0.0,ensino,A,8000.0,7.49,0.15,3.0,0,0.0
2qJHHdYF-ULH0,8uC6kNgn-HCWw,uhq86SCF-D8eP,23.0,75000.0,financiado,5.0,quitar,C,12000.0,13.79,0.39,3.0,1,1.0
KXkhMEMZ-FOnj,HttGaUPu-46Fb,rcO7KQXw-7h6n,24.0,184992.0,alugado,7.0,risco,D,10000.0,14.61,0.22,3.0,0,0.0
mqut8h9F-RyBk,QNzX2YHI-WMIz,SMq0NTR3-9rWu,32.0,32678.0,financiado,10.0,quitar,C,17600.0,14.26,0.2,2.0,0,0.0
oKTTByDk-Mppn,v9BIrUHn-RJsS,r9hbS2qL-FXYs,23.0,48000.0,alugado,4.0,ensino,A,10500.0,7.75,0.18,4.0,0,0.0
xEPS12Av-LQ7G,PR6FoBBy-wvcD,iB0LqxIh-PY1m,24.0,52800.0,alugado,2.0,ensino,C,10200.0,13.06,0.13,10.0,0,0.0
0kwMIhZ9-wFFv,ujMkpDUp-DTST,2aU1Smwr-E67l,22.0,30000.0,financiado,6.0,risco,B,15000.0,11.14,0.3,3.0,0,0.0
beN4mZTW-4AbF,uESfvoKE-kOft,fBCZybtZ-56nL,32.0,120000.0,financiado,9.0,quitar,A,4300.0,7.9,0.14,4.0,0,0.0
ozxQGUie-1eIC,AGG7G41s-iyXi,91E66Oph-jwBX,24.0,39000.0,alugado,5.0,reforma,D,7000.0,14.96,0.19,2.0,0,1.0
2Ig9vghv-WTxz,OgzHs8n2-nLyG,aQogfTTq-vPqI,24.0,40000.0,alugado,3.0,saude,D,10000.0,14.54,0.2,10.0,0,1.0
DSeAwdGJ-MlNz,YwYas1Nn-eMSe,Z6aX7s7M-2Ej9,24.0,14400.0,alugado,1.0,reforma,D,11250.0,17.58,0.12,3.0,0,0.0
OFLqfEB6-2l62,3HotYAs6-WYMY,gyvuCnxs-tNuT,46.0,44782.0,financiado,14.0,ensino,B,18500.0,11.26,0.25,10.0,0,0.0
o961fvFC-Wehh,r3ishAeM-Q74K,UK0G0MYv-YUdi,26.0,73000.0,alugado,3.0,pessoal,A,10000.0,7.29,0.14,3.0,0,0.0
GPn8G5iu-D5C6,425B2r4X-EnG3,i1EJChxL-hec6,36.0,69000.0,alugado,20.0,quitar,C,8000.0,13.85,0.16,8.0,0,0.0
bFNyzt5B-Dv5p,2jEIkhCf-WZQd,s7rYcMiZ-tL0t,27.0,75000.0,alugado,11.0,quitar,A,7500.0,6.91,0.36,2.0,1,1.0
T1Jk72Eu-bPZX,TKkrk9MK-et4g,K7Nz5Nfj-ckwT,29.0,45204.0,alugado,8.0,quitar,A,15000.0,8.49,0.17,13.0,0,0.0
r3hBc1ht-RID5,3eLi4Q3I-iqBw,KFInazkU-yufs,23.0,165996.0,financiado,8.0,saude,C,14000.0,14.27,0.3,4.0,0,0.0
wmD0zyq9-lO1w,w1PEWh4n-imOZ,NBgmajUb-Ogec,43.0,68000.0,proprio,9.0,pessoal,A,2500.0,6.76,0.09,3.0,0,0.0
w2Ab056z-7MmG,9KkIvl5u-7PZY,Cstdr5ok-A0gb,23.0,12996.0,proprio,0.0,quitar,B,1200.0,9.62,0.06,4.0,1,0.0
KCRpUpwc-KgCt,cpUJkJhD-X8gc,Tr6IH5x8-ZtUz,32.0,27840.0,alugado,3.0,ensino,C,6500.0,13.61,0.12,3.0,0,0.0
2KyN2687-cNFh,C5vU5vWh-ntZ1,WJ4Jy0M6-UAjK,27.0,65000.0,financiado,11.0,quitar,B,22000.0,10.59,0.3,4.0,0,0.0
jqOLtuOq-hZTm,zYw6EWak-FpAu,BuSdxXLd-U4pr,22.0,49000.0,financiado,6.0,saude,A,12000.0,10.37,0.29,15.0,0,0.0
9xvFRRyg-DfvT,Tw4Hh6aX-E4lW,ifdOT1xQ-Czqf,23.0,41500.0,alugado,3.0,pessoal,A,9600.0,7.88,0.27,12.0,0,0.0
Tcw1usSY-Y1hs,0bYrAwzI-PQmN,xtJmMboi-jjXu,23.0,128000.0,financiado,7.0,quitar,C,2250.0,13.49,0.14,2.0,1,0.0
osZFOBaK-0lah,Hxa2IflD-IM3I,6IFkmCgh-Zrhq,24.0,65453.0,alugado,9.0,saude,D,5000.0,12.61,0.2,3.0,0,1.0
pmdGhDCd-gxE4,Mhoz0IFo-NvSq,JIfj80oe-fqcw,23.0,48000.0,alugado,0.0,risco,C,12000.0,12.73,0.19,5.0,1,0.0
xEbgdRGR-6sKg,zhFY8hpf-ZSPD,fJv9NYqJ-lrAd,22.0,100000.0,financiado,7.0,risco,C,3000.0,13.22,0.06,17.0,0,0.0
7C8MFpWn-GNXJ,x7FCRaw5-ntIA,5KH8TqRY-IfCu,24.0,140004.0,financiado,4.0,saude,D,12000.0,14.91,0.1,7.0,0,1.0
YFQycdof-58s2,AaEo0P6a-Op2A,BRtO4qlP-hUAK,22.0,63996.0,financiado,4.0,quitar,C,14700.0,12.29,0.47,16.0,0,1.0
3WZbQ4lH-OWdk,YLAif1P1-cBGN,6bv5hzea-vDyj,25.0,53000.0,financiado,9.0,quitar,A,12000.0,8.49,0.22,4.0,1,0.0
8ctnIDRH-Ys6O,N6AZwNix-FpDq,und3PRjS-8P0n,27.0,85000.0,financiado,12.0,ensino,B,24000.0,9.88,0.3,7.0,1,0.0
af2guhUh-Sea2,iUAKKcMj-nzLl,z6QsqJec-2JmY,23.0,90000.0,alugado,4.0,reforma,C,8400.0,13.98,0.26,2.0,0,1.0
n03oJjgE-c8h0,CxqUkURa-erbH,MqLUbZhA-gShy,23.0,75000.0,alugado,0.0,ensino,D,2000.0,16.29,0.02,4.0,0,0.0
w1kQvYR4-LG2i,jhlHU7Li-iYF0,Hxvcnfqr-qnSH,23.0,80000.0,financiado,4.0,saude,B,11200.0,11.99,0.36,9.0,0,1.0
Lgw44QAY-TLlL,mj7RRiqN-PKg6,4Xa6gScX-7Sj7,24.0,62000.0,alugado,4.0,saude,A,10000.0,8.0,0.23,12.0,0,0.0
hutvdvF3-5a12,HzXqi5E4-SYH1,HDLJcCKH-NcxC,26.0,37680.0,alugado,5.0,reforma,B,25000.0,9.76,0.13,4.0,0,0.0
B05HI2kD-mszi,HGqIfE8p-y8Yq,xyl313my-mukb,26.0,200100.0,financiado,10.0,ensino,A,11000.0,6.62,0.3,8.0,0,0.0
r5kiIJRS-vQir,UjEfssJk-RzRj,unp0OWEN-5Jec,24.0,87220.0,financiado,7.0,saude,E,9500.0,16.35,0.16,10.0,0,1.0
w4ZAwL6M-Zrnn,kzqrOHTe-6F9b,Xuz0ZuhH-8NMJ,24.0,50500.0,alugado,7.0,reforma,A,5000.0,5.79,0.08,7.0,0,0.0
SXpJhpdS-CWIZ,PUXX5cwA-JL6c,BPZKcC6o-r9ko,24.0,40000.0,financiado,8.0,quitar,A,7000.0,6.76,0.48,2.0,0,1.0
W4OgvfQH-zZH8,vPGADqe8-xBSg,raQG6dKM-nu81,22.0,37500.0,alugado,4.0,reforma,A,10000.0,7.51,0.1,10.0,0,0.0
kcmr5fwb-B9y6,Da2i7ieH-Qs49,GflZtDpj-cKcB,31.0,55000.0,financiado,2.0,pessoal,D,15000.0,16.49,0.29,4.0,0,0.0
35T5nFU0-KTNF,IqN2EtuE-06qd,6fwy7I7f-JDGH,25.0,90000.0,financiado,9.0,ensino,A,5000.0,7.88,0.05,5.0,0,0.0
OKyKEu0c-8LyM,74L8CmfU-j91v,ixK493s0-daHy,42.0,39000.0,alugado,4.0,risco,A,8000.0,6.91,0.44,12.0,0,1.0
5hDD8fQq-nuC0,I56ULnqj-Hcyz,orF34oLz-F1Fa,22.0,55000.0,financiado,6.0,saude,A,5000.0,5.79,0.11,6.0,0,0.0
