loan_id,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,loan_id
mo0Oz4l8-phqw,Personal,A,8000,7.74,0,0.09,mo0Oz4l8-phqw
15U8l73b-iEdO,Education,B,18000,10.62,0,0.12,15U8l73b-iEdO
xvHUHhob-nHgJ,Debtconsolidation,B,5000,10.39,0,0.25,xvHUHhob-nHgJ
Fg5uaXT2-QfQm,Debtconsolidation,D,8000,12.17,1,0.13,Fg5uaXT2-QfQm
04z2S1YS-WwJn,Homeimprovement,E,5000,15.13,1,0.09,04z2S1YS-WwJn
o1U9kjaW-8zuE,Debtconsolidation,B,10400,11.49,0,0.25,o1U9kjaW-8zuE
nz15YQSw-rFsy,Homeimprovement,C,14000,12.23,0,0.15,nz15YQSw-rFsy
WMC2lMK7-vAtJ,Medical,B,9000,NULL,1,0.31,WMC2lMK7-vAtJ
NyYc9IJt-mJ5y,Medical,E,10000,16.77,1,0.12,NyYc9IJt-mJ5y
fMzPUDso-7IXU,Medical,D,8000,15.33,1,0.1,fMzPUDso-7IXU
CJeanO99-DnZ6,Education,A,6000,7.49,0,0.24,CJeanO99-DnZ6
7609GKMW-PWnF,Education,B,4000,12.69,0,0.1,7609GKMW-PWnF
tv9hy0mm-k5jO,Venture,D,8000,16.29,0,0.13,tv9hy0mm-k5jO
7WeASy2H-veEn,Personal,A,11200,6.03,0,0.21,7WeASy2H-veEn
CAzxipzI-nRDW,Medical,A,3000,7.51,1,0.19,CAzxipzI-nRDW
DZ7O9Y0w-31b2,Venture,B,25000,10.99,0,0.21,DZ7O9Y0w-31b2
wWwkc3ex-uY68,Homeimprovement,,20000,7.9,0,0.2,wWwkc3ex-uY68
BWypAteQ-y6jv,Personal,A,5500,6.54,0,0.11,BWypAteQ-y6jv
QUs29nZl-YdIv,Venture,B,12025,10.65,0,0.15,QUs29nZl-YdIv
7rUrU2j6-BxxI,Debtconsolidation,B,1500,11.49,1,0.05,7rUrU2j6-BxxI
2FA3PHKT-6fll,Venture,B,11425,10.37,0,0.11,2FA3PHKT-6fll
Nt4Fk41p-TZ72,Homeimprovement,A,7000,7.9,1,0.19,Nt4Fk41p-TZ72
uhzzSJDR-qflN,Homeimprovement,A,6000,7.14,0,0.22,uhzzSJDR-qflN
FTyxIejP-lacF,Education,A,12000,9.63,0,0.1,FTyxIejP-lacF
8yEUzr1C-lB84,Medical,B,20000,10.25,0,0.17,8yEUzr1C-lB84
yCQO5SJx-Pctu,Medical,B,15000,NULL,1,0.34,yCQO5SJx-Pctu
MkNsAiTD-T5nn,Education,A,3000,7.14,1,0.15,MkNsAiTD-T5nn
ID0k9dK9-KddB,Personal,A,7000,7.49,0,0.21,ID0k9dK9-KddB
EstLAq6s-Ctw9,Medical,C,4000,14.35,0,0.17,EstLAq6s-Ctw9
jPUPBF7A-KaSz,Education,B,10000,10.36,0,0.18,jPUPBF7A-KaSz
4Dlfc8RJ-k9Nw,Debtconsolidation,B,13000,10.62,0,0.25,4Dlfc8RJ-k9Nw
DLBqx8wf-xZ3e,Personal,B,12000,9.91,1,0.36,DLBqx8wf-xZ3e
n2ckaIwU-1YPG,Education,A,12000,6.99,0,0.15,n2ckaIwU-1YPG
AGBs03NH-fyn5,Debtconsolidation,B,3425,12.18,0,0.04,AGBs03NH-fyn5
vWTbEJK0-RGAG,Debtconsolidation,A,3600,15.27,0,0.07,vWTbEJK0-RGAG
J37w3kYt-ZW0Z,,C,8500,7.49,1,0.35,J37w3kYt-ZW0Z
g9eZXNpQ-6xio,Venture,B,6000,11.49,0,0.06,g9eZXNpQ-6xio
cxKxE6Mz-Yh7M,Medical,B,6000,10.59,0,0.28,cxKxE6Mz-Yh7M
7rquRb04-0CEL,Personal,A,1300,6.39,0,0.02,7rquRb04-0CEL
Sd8dnHj7-MlNL,Medical,A,2500,7.66,1,0.07,Sd8dnHj7-MlNL
Se6nMKxy-YsJW,Medical,C,4800,14.79,0,0.06,Se6nMKxy-YsJW
kn2XtEia-uwAC,Venture,D,10000,NULL,0,0.25,kn2XtEia-uwAC
8SlTf8gj-6ZKM,Education,B,24250,12.18,0,0.4,8SlTf8gj-6ZKM
sJdk7ju2-6JN9,Personal,B,5000,11.99,0,0.19,sJdk7ju2-6JN9
HKaIuLtN-9tuA,Medical,A,6125,8.59,0,0.1,HKaIuLtN-9tuA
CDcip52p-AARB,Education,C,13000,13.11,1,0.42,CDcip52p-AARB
ANPduiSn-CsfQ,Medical,A,8000,5.42,0,0.15,ANPduiSn-CsfQ
GrYYoA0X-uAFW,Venture,C,16000,14.79,0,0.16,GrYYoA0X-uAFW
x2KUKEBr-abxu,Medical,B,3000,12.42,0,0.04,x2KUKEBr-abxu
K3Zar92f-Obj7,Personal,A,27300,7.51,0,0.25,K3Zar92f-Obj7
Z463ldk3-nAPv,Debtconsolidation,A,6000,5.42,0,0.05,Z463ldk3-nAPv
xubuILiL-1RtB,Venture,A,4200,8.94,0,0.05,xubuILiL-1RtB
CeKCeRjG-A1G1,Personal,A,18000,6.62,0,0.23,CeKCeRjG-A1G1
xK1Xyk8p-vHRs,Education,A,1500,6.91,0,0.02,xK1Xyk8p-vHRs
RY21JZEo-6G0B,Debtconsolidation,E,1500,14.7,1,0.06,RY21JZEo-6G0B
xo2QNv6A-5ojU,Education,A,6000,6.76,0,0.13,xo2QNv6A-5ojU
Bdv3LhRk-LQjT,Personal,B,5000,10,0,0.15,Bdv3LhRk-LQjT
qm7WGzJ1-XBQe,Education,E,15000,19.03,0,0.08,qm7WGzJ1-XBQe
SMdIxXrw-27oy,Education,B,20000,NULL,0,0.36,SMdIxXrw-27oy
3vkijRCH-3RGq,Medical,F,7500,19.04,1,0.1,3vkijRCH-3RGq
x5vU1QNy-Ef7b,Personal,B,25000,9.91,1,0.41,x5vU1QNy-Ef7b
nxTPHyNi-Iiol,Medical,F,15000,17.58,1,0.21,nxTPHyNi-Iiol
uJ6yYU3R-QYLb,Education,D,5000,15.65,0,0.1,uJ6yYU3R-QYLb
gwlzabiG-s5ad,Education,D,4500,15.05,1,0.38,gwlzabiG-s5ad
vCegpOEP-7g1d,Medical,B,12000,11.49,0,0.17,vCegpOEP-7g1d
46JwETkp-HlWM,Personal,A,7000,9.32,0,0.18,46JwETkp-HlWM
b3R7nthA-Q3Ln,Homeimprovement,B,17000,11.12,0,0.15,b3R7nthA-Q3Ln
Q8zujXuu-MFxl,Medical,D,25000,14.42,0,0.08,Q8zujXuu-MFxl
7kZglB5y-tzLW,Homeimprovement,A,12000,7.51,0,0.24,7kZglB5y-tzLW
6o0nF6z3-ND2L,Venture,E,10000,16.4,1,0.16,6o0nF6z3-ND2L
tBmSmOUn-sAL4,Venture,B,13600,12.42,0,0.15,tBmSmOUn-sAL4
W9NpHQLD-ThkL,Debtconsolidation,B,5000,9.62,0,0.03,W9NpHQLD-ThkL
M7Pvd4Ax-QSi6,Homeimprovement,D,12000,16.29,1,0.11,M7Pvd4Ax-QSi6
1QbQIAOj-OMK3,Venture,E,7000,16.82,1,0.1,1QbQIAOj-OMK3
JLKLCis8-MqSH,Venture,B,12000,10.25,0,0.25,JLKLCis8-MqSH
FedTbeUi-3Q2J,Homeimprovement,B,7500,12.69,0,0.06,FedTbeUi-3Q2J
eqgP9IQX-vDB0,Medical,C,4500,NULL,0,0.14,eqgP9IQX-vDB0
iG7Ocjio-vUE1,Debtconsolidation,A,5000,7.74,0,0.1,iG7Ocjio-vUE1
kxiFLYlb-1au1,Venture,B,7000,10.59,0,0.09,kxiFLYlb-1au1
5SYGgUNq-1JN6,Medical,A,14000,7.49,0,0.07,5SYGgUNq-1JN6
HKORnv0c-YKqK,Education,B,6600,11.11,0,0.3,HKORnv0c-YKqK
r577lygP-pvJw,Medical,C,4200,14.26,1,0.08,r577lygP-pvJw
aXanktOp-lIvf,Homeimprovement,A,10000,5.42,0,0.11,aXanktOp-lIvf
HS2E78Ly-ECxk,Personal,B,12000,10.37,0,0.14,HS2E78Ly-ECxk
9zl5tAXr-dhxA,Homeimprovement,A,7200,5.79,0,0.12,9zl5tAXr-dhxA
eGyULPP2-9DB5,Personal,B,5000,11.36,0,0.08,eGyULPP2-9DB5
2ROJg2fy-tcOS,Homeimprovement,A,3800,6.54,0,0.04,2ROJg2fy-tcOS
qZGBDCj7-jPkk,Education,B,6000,11.48,0,0.15,qZGBDCj7-jPkk
hGjXsAOo-2Hea,Education,A,12000,7.51,0,0.1,hGjXsAOo-2Hea
vlMzDqUX-lMQE,Medical,B,5000,9.99,0,0.08,vlMzDqUX-lMQE
iBCJMDOr-W5Ew,Personal,A,4475,7.49,0,0.03,iBCJMDOr-W5Ew
Nc62hX5m-mKiY,Debtconsolidation,B,20000,10.99,1,0.29,Nc62hX5m-mKiY
8WcWJTME-8oOS,Homeimprovement,D,5000,14.96,0,0.04,8WcWJTME-8oOS
aDm2hBWU-tQeO,Medical,A,14000,9.63,0,0.2,aDm2hBWU-tQeO
R5o1tiHs-e0Kk,Debtconsolidation,C,7500,11.03,0,0.09,R5o1tiHs-e0Kk
xeNOuDfr-Fr7N,Education,A,7500,6.76,0,0.27,xeNOuDfr-Fr7N
qxCysOTw-haWr,Venture,B,1000,10.37,0,0.03,qxCysOTw-haWr
AWiZ9RF4-UHRv,Medical,B,7500,9.99,0,0.13,AWiZ9RF4-UHRv
3d51ePPu-v42i,Medical,C,3000,14.35,0,0.04,3d51ePPu-v42i
quPPtAgv-LFRZ,Education,A,8000,7.49,0,0.14,quPPtAgv-LFRZ
xYMD3yPU-9lWZ,Venture,B,16000,10.62,1,0.32,xYMD3yPU-9lWZ
p5f3SbN7-DsnB,Personal,C,5000,14.22,0,0.08,p5f3SbN7-DsnB
1ZE6c77f-R4jK,Medical,A,3000,6.54,0,0.04,1ZE6c77f-R4jK
Zd0pg4pP-1Gez,Medical,A,8000,NULL,1,0.4,Zd0pg4pP-1Gez
wnKi7Ak3-0kBG,Medical,A,7000,6.99,0,0.28,wnKi7Ak3-0kBG
2sJtRDCm-jGKC,Homeimprovement,A,23000,6.91,0,0.14,2sJtRDCm-jGKC
UJ3hHy6I-JivA,Medical,A,5550,8.49,0,0.07,UJ3hHy6I-JivA
7PM0Nwlu-XPxn,Personal,A,15000,7.49,1,0.33,7PM0Nwlu-XPxn
OW4wKBDJ-RvOr,Homeimprovement,B,35000,10.59,1,0.36,OW4wKBDJ-RvOr
BNyRS11Y-qKrI,Education,B,19400,12.69,1,0.39,BNyRS11Y-qKrI
KMeWejsi-6fbR,Medical,C,20000,13.11,1,0.53,KMeWejsi-6fbR
ldaWvgbI-4GX1,Personal,B,8000,11.36,0,0.22,ldaWvgbI-4GX1
rZ5o9rZK-bsiI,Debtconsolidation,B,20000,11.48,0,0.11,rZ5o9rZK-bsiI
gTl9I4ZQ-qeTR,Education,C,18000,13.48,1,0.21,gTl9I4ZQ-qeTR
b8ellHAW-y3AH,Debtconsolidation,E,12500,14.18,1,0.25,b8ellHAW-y3AH
OhOwz4OM-P0QP,Homeimprovement,B,2400,10.65,1,0.08,OhOwz4OM-P0QP
exRkkLMz-A1cX,Medical,A,4500,6.62,0,0.11,exRkkLMz-A1cX
AeUvXwoA-6xcn,Venture,A,15000,7.9,1,0.43,AeUvXwoA-6xcn
Zi9CtlPW-6x4B,Education,A,7500,7.9,0,0.18,Zi9CtlPW-6x4B
XvZRxtPf-oTD9,Venture,A,9500,7.51,0,0.16,XvZRxtPf-oTD9
RfqE9iOL-699g,Education,B,6000,10.25,0,0.1,RfqE9iOL-699g
JFmsBNCF-Mkj9,Education,C,8000,13.92,0,0.09,JFmsBNCF-Mkj9
yyytoFHX-qEfm,Medical,B,5000,11.11,0,0.12,yyytoFHX-qEfm
vA8oBkPN-Z5Xo,Personal,C,3500,13.06,0,0.1,vA8oBkPN-Z5Xo
ahT3fAgF-qoSx,Education,A,10000,8.9,0,0.13,ahT3fAgF-qoSx
JT4JLobo-wDpR,Debtconsolidation,A,12000,9.63,0,0.06,JT4JLobo-wDpR
0dnT97yH-tNpX,Education,A,7400,7.51,0,0.1,0dnT97yH-tNpX
2N46TsSR-PvsB,Education,A,20000,10.62,0,NULL,2N46TsSR-PvsB
ZpjRfZbQ-Qdha,Personal,A,10000,8.94,0,0.09,ZpjRfZbQ-Qdha
X52HzXIR-N9fa,Education,B,13250,10.65,1,0.38,X52HzXIR-N9fa
XZ0oopU2-oXDZ,Homeimprovement,C,8000,NULL,0,0.05,XZ0oopU2-oXDZ
zurwCT5Z-zwDi,Homeimprovement,B,4000,11.86,0,0.07,zurwCT5Z-zwDi
zL6sWTeg-ZvFG,Personal,A,7250,NULL,0,0.09,zL6sWTeg-ZvFG
ArgizPsS-4fI7,Venture,B,15000,11.99,0,0.26,ArgizPsS-4fI7
aO3R6ecT-KAgj,Debtconsolidation,B,14500,11.99,0,0.45,aO3R6ecT-KAgj
jZCFB2rz-QF7T,Medical,E,8000,18.39,1,0.1,jZCFB2rz-QF7T
7nxr8iap-PrIv,Debtconsolidation,A,14000,7.51,0,0.23,7nxr8iap-PrIv
dJCkZFrp-a6eu,Venture,A,13000,8.94,0,0.1,dJCkZFrp-a6eu
SX7ey1Q6-5bBI,Education,C,8000,12.23,0,0.13,SX7ey1Q6-5bBI
0yDyifGG-eOyk,Personal,A,10000,7.49,0,0.2,0yDyifGG-eOyk
XN9CxIT8-ZQy1,Medical,,2100,NULL,1,0.03,XN9CxIT8-ZQy1
k3TPc7dp-hiBT,Homeimprovement,B,25000,10.25,0,0.29,k3TPc7dp-hiBT
RgFWeWgE-gwPT,Medical,D,9000,16.29,1,0.11,RgFWeWgE-gwPT
s95Zza8W-vx7A,Homeimprovement,A,2000,5.42,0,0.02,s95Zza8W-vx7A
43p51M1N-dCoe,Education,C,6000,13.22,0,0.14,43p51M1N-dCoe
6yMmFGB0-4wLl,Education,A,6000,8,0,0.13,6yMmFGB0-4wLl
4kKSTxj8-nCTz,Education,D,25000,15.33,0,0.08,4kKSTxj8-nCTz
aqKurn4w-Nzei,Education,E,9000,16.95,1,0.04,aqKurn4w-Nzei
Lnm7q7qf-0JIx,Debtconsolidation,B,2400,9.91,0,0.03,Lnm7q7qf-0JIx
qZQyOQ6G-2qyp,Personal,B,6000,NULL,0,0.17,qZQyOQ6G-2qyp
XSXMNzWh-FJCW,Debtconsolidation,B,3000,10.37,0,0.15,XSXMNzWh-FJCW
A9FCFMHc-HQkc,Debtconsolidation,D,10000,15.95,1,0.15,A9FCFMHc-HQkc
C5B069ia-Rq22,Medical,B,10000,10.65,0,0.1,C5B069ia-Rq22
PPo7FqBh-4ACt,Medical,A,6500,7.51,0,0.23,PPo7FqBh-4ACt
RccaCrxq-40HI,Education,A,25000,7.9,0,0.13,RccaCrxq-40HI
3RddnSZQ-9Hbh,Venture,B,25000,11.86,0,0.28,3RddnSZQ-9Hbh
SUtsvjmy-6Tzp,Education,B,9100,10.95,0,0.11,SUtsvjmy-6Tzp
anODqOpZ-Ia5L,Personal,C,8000,14.27,0,0.23,anODqOpZ-Ia5L
TSJCeUwR-7g8Y,Homeimprovement,A,9000,7.51,0,0.06,TSJCeUwR-7g8Y
HBi7LQeB-mbdB,Venture,B,20000,12.42,0,0.25,HBi7LQeB-mbdB
0NtjQars-GtPh,Education,A,6000,7.9,0,0.09,0NtjQars-GtPh
fdWndeIr-NrYX,Venture,B,7500,NULL,0,0.13,fdWndeIr-NrYX
kLPQeDp8-eHSM,Medical,A,5000,7.88,0,0.08,kLPQeDp8-eHSM
tUgBmarr-oyKi,Education,A,6150,7.88,0,0.08,tUgBmarr-oyKi
4sw6SZDC-Hq9B,Debtconsolidation,B,3000,11.12,0,0.12,4sw6SZDC-Hq9B
d1uw7dN6-vjNl,Homeimprovement,B,18000,10.99,0,0.17,d1uw7dN6-vjNl
stEDHyZG-71WY,Personal,B,12000,10.59,0,0.28,stEDHyZG-71WY
D6BiKwK4-PZkX,Venture,E,3200,17.93,1,0.21,D6BiKwK4-PZkX
QwzreWKj-i9uG,Education,A,8000,NULL,0,0.11,QwzreWKj-i9uG
7lTKrITe-FZ9A,Medical,C,15600,13.61,0,0.29,7lTKrITe-FZ9A
FnU29QY7-ZJ4I,Debtconsolidation,B,30000,NULL,0,0.17,FnU29QY7-ZJ4I
N8iN7SpB-fUt2,Medical,B,12000,14.74,0,0.22,N8iN7SpB-fUt2
9EgZHfxT-QL4F,Personal,C,15000,NULL,0,0.19,9EgZHfxT-QL4F
vKNyZ04I-uXne,Education,B,24000,11.83,0,0.18,vKNyZ04I-uXne
pwGrgtKR-7WRM,Homeimprovement,B,11000,12.53,0,0.14,pwGrgtKR-7WRM
jtUaT92L-W55Q,Debtconsolidation,C,6000,13.49,0,0.25,jtUaT92L-W55Q
MrWOTEM6-atEA,Education,A,8800,7.51,0,0.15,MrWOTEM6-atEA
SfIeiW2B-3DLO,Education,C,4500,13.61,1,0.25,SfIeiW2B-3DLO
GKsDQ5Xi-lKp1,Education,C,20000,NULL,0,0.24,GKsDQ5Xi-lKp1
rTw9nmoZ-6zIL,Medical,C,10000,13.61,0,0.1,rTw9nmoZ-6zIL
rN8zOSaL-poez,Medical,A,6500,7.29,0,0.14,rN8zOSaL-poez
jl0b8YYp-SYph,Debtconsolidation,B,15000,11.86,0,0.25,jl0b8YYp-SYph
x9FqsK0l-oQkw,Education,B,10000,NULL,0,0.18,x9FqsK0l-oQkw
emr2SneM-HAPe,Education,A,12000,6.62,1,0.22,emr2SneM-HAPe
WDLNU1Nn-IZ5y,Homeimprovement,A,10000,7.9,0,0.22,WDLNU1Nn-IZ5y
QERc111F-YazF,Education,A,7500,NULL,1,NULL,QERc111F-YazF
tN4Adyro-o1ii,Homeimprovement,B,25000,11.58,0,0.28,tN4Adyro-o1ii
cPOyTE4b-n5Cm,Debtconsolidation,B,2275,11.86,0,0.04,cPOyTE4b-n5Cm
LBkrvUs0-E3z5,Personal,A,12000,7.29,0,0.16,LBkrvUs0-E3z5
GY9OH9vS-H3Ff,Personal,E,12000,19.03,0,0.19,GY9OH9vS-H3Ff
rHlBn8j6-L5Je,Homeimprovement,A,9800,6.17,0,0.18,rHlBn8j6-L5Je
CX9ojy0b-P4wE,Homeimprovement,C,3000,14.65,0,0.04,CX9ojy0b-P4wE
MA4xGAeG-nGKp,Venture,D,12000,16,1,0.11,MA4xGAeG-nGKp
K0v6mHtS-8IGf,Medical,B,5000,NULL,0,0.07,K0v6mHtS-8IGf
x72rd2lA-76Ph,Debtconsolidation,A,7200,7.29,0,0.16,x72rd2lA-76Ph
I1sBlR8R-REG4,Education,B,18000,10.38,0,0.13,I1sBlR8R-REG4
baf3fyIa-LFeh,Education,A,2000,6.17,0,0.09,baf3fyIa-LFeh
GlFbpFx4-PAkq,Homeimprovement,B,2000,10.99,0,0.03,GlFbpFx4-PAkq
7JvgDP1w-Ns02,Medical,A,7000,7.51,0,0.15,7JvgDP1w-Ns02
4vif4na7-G0l0,Education,A,6000,7.51,0,0.09,4vif4na7-G0l0
nFeLiQYH-aBAt,Education,B,9000,NULL,0,0.08,nFeLiQYH-aBAt
7Z9CfPa0-NUHQ,Education,A,6000,5.42,0,0.09,7Z9CfPa0-NUHQ
1mGkmsDO-bqWU,Debtconsolidation,A,4500,NULL,0,0.14,1mGkmsDO-bqWU
9fTIWFIB-K0eM,Education,B,1000,10.59,1,0.03,9fTIWFIB-K0eM
SAKnBJQd-pTgo,Venture,B,9750,10,0,0.21,SAKnBJQd-pTgo
hixvJ37W-HSfh,Education,C,12000,12.73,0,0.14,hixvJ37W-HSfh
GI5eaJNm-kew4,Medical,,6000,7.9,0,0.11,GI5eaJNm-kew4
6b3DEiCo-2RyS,Venture,D,1200,14.11,1,0.12,6b3DEiCo-2RyS
CKIZkw5x-2CBA,Debtconsolidation,A,3600,8.9,0,0.07,CKIZkw5x-2CBA
opIqoUMF-JHZu,Venture,A,9600,7.49,0,0.17,opIqoUMF-JHZu
iCkMyTld-Ho5z,Homeimprovement,A,6000,7.49,0,0.12,iCkMyTld-Ho5z
sQUDvLlt-jHmf,Venture,C,10000,14.27,0,0.11,sQUDvLlt-jHmf
zXOX2OGk-8HgP,Medical,B,2500,12.69,0,0.06,zXOX2OGk-8HgP
M0jQ842U-slWc,Homeimprovement,C,8000,13.61,1,0.42,M0jQ842U-slWc
THxpY00f-tYQx,Homeimprovement,B,5000,NULL,0,0.04,THxpY00f-tYQx
SWml5JSb-QKcX,Education,B,2000,10.99,1,0.06,SWml5JSb-QKcX
15sq0ll3-YUtC,Medical,C,1300,13.61,0,0.03,15sq0ll3-YUtC
FBG3WIhm-FyGL,Education,,1000,13.98,0,0.03,FBG3WIhm-FyGL
YCBmruU1-eBIn,Personal,D,7500,13.55,1,0.21,YCBmruU1-eBIn
SsD3DDyW-CZBz,Homeimprovement,A,5000,6.62,0,0.06,SsD3DDyW-CZBz
wAhreapv-hUpI,Education,A,4500,6.76,0,0.09,wAhreapv-hUpI
r0RJKnQ2-J3X5,Personal,B,3000,9.99,1,0.16,r0RJKnQ2-J3X5
kL4zQy9o-Kyuw,Debtconsolidation,A,12000,8.49,0,0.14,kL4zQy9o-Kyuw
er6B2m2B-q8IW,Education,A,13250,7.9,0,0.29,er6B2m2B-q8IW
oB6CnXSv-aPHz,Homeimprovement,D,1500,14.61,1,0.05,oB6CnXSv-aPHz
wJfj6TYP-O7d2,Homeimprovement,A,15000,6.54,0,0.14,wJfj6TYP-O7d2
c3XlyXgF-I2Ay,Debtconsolidation,D,30000,18.25,1,0.25,c3XlyXgF-I2Ay
ZuTyUvcJ-skxW,Medical,A,3000,NULL,0,0.11,ZuTyUvcJ-skxW
6p3Hft38-mHX8,Education,B,8000,12.53,0,0.18,6p3Hft38-mHX8
YhARy7mo-Fs3y,Homeimprovement,A,3000,5.42,0,0.03,YhARy7mo-Fs3y
X2LvjUDE-jM3t,Venture,A,10000,7.9,0,0.13,X2LvjUDE-jM3t
Dihdrj8D-lazk,Debtconsolidation,D,3000,NULL,1,0.02,Dihdrj8D-lazk
YwEGhYIq-XUJN,Venture,B,4000,10.75,0,0.04,YwEGhYIq-XUJN
igB4HYfR-EvyG,Education,A,1000,8,0,0.01,igB4HYfR-EvyG
xkZiq18b-FMou,Debtconsolidation,C,1500,13.16,0,0.05,xkZiq18b-FMou
E8gWunMg-dhgw,Medical,B,7200,NULL,0,0.15,E8gWunMg-dhgw
ICXolQ5f-dnLG,Medical,A,8900,7.29,0,0.14,ICXolQ5f-dnLG
ocmJ9qDW-j8wJ,Debtconsolidation,C,6500,13.98,0,0.12,ocmJ9qDW-j8wJ
D9PKwWNN-JsJY,Personal,B,9000,NULL,0,0.09,D9PKwWNN-JsJY
biGsDxZy-GOLx,Homeimprovement,D,2100,14.83,1,0.15,biGsDxZy-GOLx
t3pKhtTo-Ckml,Homeimprovement,C,15000,13.99,0,0.25,t3pKhtTo-Ckml
pAmk1jw2-5y8y,Education,D,10200,15.21,0,0.2,pAmk1jw2-5y8y
oZwyvw1E-fN0S,Personal,A,4000,7.66,0,0.08,oZwyvw1E-fN0S
ykwj2JHe-5Ptu,Medical,A,14000,7.49,0,0.22,ykwj2JHe-5Ptu
YYTKgu4H-KshD,Venture,A,10000,7.66,0,0.14,YYTKgu4H-KshD
fJnuzXa6-IG75,Personal,B,2000,11.99,0,0.05,fJnuzXa6-IG75
5AbEOvhQ-TmCX,Debtconsolidation,A,3000,8.94,0,0.02,5AbEOvhQ-TmCX
DfoPyEC9-xlWf,Medical,C,7000,13.98,0,0.23,DfoPyEC9-xlWf
fscxnQmk-WEkb,Medical,A,4000,7.9,0,0.09,fscxnQmk-WEkb
WspelbI1-Mar9,Medical,A,5000,6.17,0,0.13,WspelbI1-Mar9
WkJ1uSnl-TUlN,Personal,A,10000,NULL,0,0.19,WkJ1uSnl-TUlN
0EaUxJNp-7wxm,Medical,B,14000,NULL,0,0.31,0EaUxJNp-7wxm
jfJgSqDU-Lb89,Venture,F,3200,18.09,1,0.21,jfJgSqDU-Lb89
bQQfyrhR-G8vp,Education,C,6500,13.98,0,0.14,bQQfyrhR-G8vp
GCfNFLvc-eCGr,Personal,A,5950,5.99,0,0.14,GCfNFLvc-eCGr
17y0mAGq-m3za,Venture,A,10000,9.32,0,0.24,17y0mAGq-m3za
X77i2L3T-7mic,Homeimprovement,C,11000,12.53,0,0.14,X77i2L3T-7mic
JiMUDk43-GyCB,Education,A,10500,7.51,0,0.19,JiMUDk43-GyCB
xqf7iZBz-4xio,Education,A,5000,5.42,0,0.06,xqf7iZBz-4xio
WTuPn5z1-HTIA,,A,2425,11.49,0,0.03,WTuPn5z1-HTIA
QxCFejNl-e0DC,Debtconsolidation,C,6000,13.61,0,0.06,QxCFejNl-e0DC
K1yd7Mqg-frKN,Education,C,5000,14.26,0,0.05,K1yd7Mqg-frKN
8Kbrs64K-dqmq,Medical,C,4275,10.28,0,0.14,8Kbrs64K-dqmq
H0tBp48F-8dbU,Education,A,2500,5.42,0,0.09,H0tBp48F-8dbU
1t6cJ1Rk-yyle,Homeimprovement,A,6275,6.91,0,0.05,1t6cJ1Rk-yyle
PJxjqUbf-tN7o,Medical,A,7200,6.03,0,0.06,PJxjqUbf-tN7o
oJRxRUeG-ZYqv,Medical,D,24250,16,1,0.26,oJRxRUeG-ZYqv
YU9AS1Wy-gpNk,Education,A,6000,9.63,0,0.21,YU9AS1Wy-gpNk
3nmm0Tzx-aDNb,Debtconsolidation,B,5600,NULL,0,0.14,3nmm0Tzx-aDNb
bsRu7N4I-6hTX,Personal,B,10000,9.99,0,0.1,bsRu7N4I-6hTX
Ui5yGf5u-KZCP,Education,B,1000,10.65,0,0.08,Ui5yGf5u-KZCP
09UOG1dj-7tPc,Education,B,24175,11.11,1,0.29,09UOG1dj-7tPc
qJHWXQvb-G8hL,Homeimprovement,C,21600,13.85,0,0.28,qJHWXQvb-G8hL
2H3t52LO-4wSj,Education,B,8400,11.26,0,0.23,2H3t52LO-4wSj
q7WEk1UL-JKs8,Medical,A,8500,6.62,0,0.1,q7WEk1UL-JKs8
1RKAqoLg-xoiv,Debtconsolidation,A,15000,7.91,0,0.09,1RKAqoLg-xoiv
LTCwi9Wz-HLkQ,Venture,D,5125,14.84,0,0.03,LTCwi9Wz-HLkQ
n4alasuT-fSEw,Homeimprovement,C,8000,14.65,1,0.12,n4alasuT-fSEw
2AWdv6eo-ybyp,Debtconsolidation,A,6400,7.29,0,0.06,2AWdv6eo-ybyp
hCltn3Ln-8KcE,Education,D,25000,15.58,0,0.27,hCltn3Ln-8KcE
3BjdGnEX-Nkfw,Debtconsolidation,A,10000,7.66,0,0.12,3BjdGnEX-Nkfw
iUAKKcMj-nzLl,Homeimprovement,C,8400,13.98,1,0.26,iUAKKcMj-nzLl
8tAPxF4D-4R2G,Personal,A,14300,6.03,0,0.16,8tAPxF4D-4R2G
8iOqDmIF-tLRm,Homeimprovement,C,20000,12.84,0,0.27,8iOqDmIF-tLRm
qtqdmrWR-cR0X,Personal,C,5550,12.41,1,0.25,qtqdmrWR-cR0X
AOWQo7Gk-kivz,Homeimprovement,B,15000,11.48,0,0.38,AOWQo7Gk-kivz
yR2Rc5TP-yAZm,Education,C,3200,12.68,0,0.09,yR2Rc5TP-yAZm
ouZPqtFG-ShcN,Venture,D,14000,14.59,0,0.19,ouZPqtFG-ShcN
bWBCC8RM-Ks4N,Homeimprovement,D,4500,NULL,1,0.21,bWBCC8RM-Ks4N
c7hZyRFr-cAFn,Medical,C,5850,NULL,0,0.15,c7hZyRFr-cAFn
8jczNkwU-bqH7,Debtconsolidation,B,10000,12.69,0,0.1,8jczNkwU-bqH7
xBnlDg6x-CYyo,Homeimprovement,B,2000,12.69,0,0.04,xBnlDg6x-CYyo
zhYzPzQH-vtwA,,A,13000,15.33,1,0.25,zhYzPzQH-vtwA
