person_id,person_age,person_income,person_home_ownership,person_emp_length,person_id,loan_id,cb_id
OAQhPlzd-J7XJ,28,90700,Mortgage,11,OAQhPlzd-J7XJ,z1QsL3Re-cv17,NywyvjIU-dJuP
WZa0jvQj-FM5z,29,17004,Rent,8,WZa0jvQj-FM5z,n3rgxyob-Sw7o,WPbiBLDN-ago5
bPKLiBUr-piWu,22,39000,Own,0,bPKLiBUr-piWu,Pr8kesXR-pQzK,EdSrR4MF-zgYv
QXjv48pE-XFus,25,66000,Rent,9,QXjv48pE-XFus,ZfttI6c3-EHFj,84RRpA9R-dKRR
f77nO7Cm-PxPo,31,135000,Mortgage,12,f77nO7Cm-PxPo,7lSXPr1k-nhdZ,YvyZI7e9-h8lp
JtM6twGq-PygI,28,11029,Mortgage,12,JtM6twGq-PygI,0BnnMGMQ-jLq8,CkljybS6-WAvm
9dAazNAQ-WRuH,38,28800,Own,23,9dAazNAQ-WRuH,UrON6Krm-2bL9,l7lQX39K-jA3p
wMArkMdg-GgBc,33,98784,Mortgage,3,wMArkMdg-GgBc,bYel3lI6-1Ick,XObKXdDw-ZaLm
X58sNYrA-wT4H,22,66000,Rent,6,X58sNYrA-wT4H,0ry7Qgsd-mrqK,yhX6s49g-YFzD
aNfvJhri-aQxY,24,86000,Rent,1,aNfvJhri-aQxY,apKwGCy5-m40x,1TbwvTG5-1YKi
yoX7IWOX-FykC,27,55000,Mortgage,6,yoX7IWOX-FykC,2QXE625v-Pyla,blpQfm5C-Lu9u
Ou3UiP8v-7eIy,26,27000,Rent,9,Ou3UiP8v-7eIy,PJSmSUN8-ZP2t,7XY7Crub-bUm7
i7ps7ETw-S1IT,26,75000,Rent,0,i7ps7ETw-S1IT,K5RAlatx-IUNB,LMWNXcbg-OANU
kRHnuMNM-64K3,31,72250,Other,6,kRHnuMNM-64K3,9RqGiFzp-HnBL,gygsUZSw-79bT
t2YPtHxk-h6F3,22,59000,Mortgage,4,t2YPtHxk-h6F3,Z16qvED4-Qezf,pDiI9904-n8jh
XhKqMtvh-O61z,25,36000,Own,0,XhKqMtvh-O61z,FnN40QN2-wz0c,oJhJvHQx-iMoj
E883tttN-rrSE,41,113000,Rent,1,E883tttN-rrSE,MA4xGAeG-nGKp,RO5Fqf2I-uoS8
FZvgLP8q-ipYK,22,46000,Rent,1,FZvgLP8q-ipYK,drsFk5hz-3jSr,4ykPkrYm-0uax
rUYQXaD0-2rYm,23,NULL,Own,2,rUYQXaD0-2rYm,ZNuYu2Gv-Tp3X,x31ucGYA-eN56
LLgE1Nlx-flvP,32,50004,Mortgage,2,LLgE1Nlx-flvP,Oe3grabB-9X2i,leYvT9n0-JB2H
3xMQtue1-w3ex,29,45756,Rent,7,3xMQtue1-w3ex,CJIDzAbE-eaga,w83xxhHk-4kCQ
uIU749kA-UWyc,23,85000,Rent,7,uIU749kA-UWyc,hix5IT5c-fNnO,DnnSwFm2-eOfk
MWTBbOlP-8vnY,26,93000,Rent,7,MWTBbOlP-8vnY,WhAAmlNh-LoAZ,ZK7lJG4F-yCEG
qxpXcbWz-rsE4,44,60000,Mortgage,4,qxpXcbWz-rsE4,WT60r8av-u8Cl,oT4uZXz6-zdLC
wIkBjrfW-D9mk,28,78000,Mortgage,4,wIkBjrfW-D9mk,CNO6tL2O-wp8j,zg01R0RR-OPu5
Bm1Udo5I-iirE,25,30000,Mortgage,3,Bm1Udo5I-iirE,PIKp9wGi-xklF,AUk5qnQX-QUU5
BNWCgE9o-F0c7,21,52000,Own,1,BNWCgE9o-F0c7,yHRGn6H8-BWBD,2eY1Atge-19Ro
lBxCkjZ0-1wK2,38,75000,Mortgage,8,lBxCkjZ0-1wK2,Wu9HUhb7-PuTx,mTq0Glvp-17wS
0mT4Xfua-lOXY,33,14400,Rent,2,0mT4Xfua-lOXY,eUBBufvk-f58T,SAnYLWM3-6xWr
7nEczqn7-rfLw,30,25000,Rent,6,7nEczqn7-rfLw,Pj4AzU1p-MAYC,fsjTdxO7-b1R3
Mac3k03F-AEiS,33,16000,Mortgage,0,Mac3k03F-AEiS,YFBZ6IvF-YvsU,27TB4WlD-1THS
1hx0Wwh2-yhSE,27,50000,Mortgage,0,1hx0Wwh2-yhSE,4kXl334f-sl9O,qJaxO762-ZPi8
igJYxx8g-GCLM,22,30000,Mortgage,6,igJYxx8g-GCLM,0C82XxZB-qGZw,eFAsvmT1-9ABb
L1y9k66f-jzlF,33,612000,Rent,3,L1y9k66f-jzlF,G0T0BR9s-fBvX,pnpmXPsX-QuZv
tIIgfuxW-YRiX,27,27996,Rent,0,tIIgfuxW-YRiX,pa9hp7dk-e6Uq,HCzI5vPg-5cJF
Pb3LB2h6-m0gQ,23,50000,Mortgage,3,Pb3LB2h6-m0gQ,IAifDsyh-GvOl,1idXwZhA-frRt
Ugw1Pi0h-K7lX,24,90474,Mortgage,8,Ugw1Pi0h-K7lX,yzEbmBCj-tgIi,2KXUBLHc-5eOp
pj5c4z7K-uIwY,33,54000,Mortgage,6,pj5c4z7K-uIwY,U8iwtNM1-FeQo,1a4bIbMm-S0n2
KT185wdw-MKqI,26,31200,Rent,4,KT185wdw-MKqI,tDeztiYn-GTiR,SKM46WNJ-pzvW
l16RsUvK-s7v5,35,94000,Mortgage,2,l16RsUvK-s7v5,jskSmNO9-QbIG,cjaHC3uE-kSvU
qHsoOQcx-TSaz,23,40000,Mortgage,3,qHsoOQcx-TSaz,pbDwzvsz-G0pw,aoIsnsgx-9KpF
g0GeTnfv-Fj6U,22,130000,Mortgage,3,g0GeTnfv-Fj6U,jR8ONt7E-uzq3,a6rtI2Yu-iPI8
phZnsKAy-t2Ae,31,72000,Mortgage,7,phZnsKAy-t2Ae,abORUnD0-TjBD,2gMXoEMj-FaQ6
GTfcpgtK-Ykr2,29,16800,Rent,9,GTfcpgtK-Ykr2,QgFjZHXK-0ucq,JANagmWP-w32I
rCsMy36e-1X9q,26,80000,Mortgage,10,rCsMy36e-1X9q,MtKP2pz1-PSNb,160n2J7f-ohCN
SMN6HheH-9Swv,28,57000,Mortgage,5,SMN6HheH-9Swv,q0uTROZz-QQu2,NefQIgG1-5O8u
ahLXDhzn-NeA4,34,30000,Rent,2,ahLXDhzn-NeA4,LKLXchrb-ja8s,45BXCSfF-f6ir
nZzYEl8G-IZTt,22,78000,,6,nZzYEl8G-IZTt,sGpeUwtv-icgl,3EN3hnAg-hu9T
GuvJhKrq-7jaX,24,100000,Mortgage,5,GuvJhKrq-7jaX,JyfSvTPA-Q24o,lgBC6psH-buLi
z3Cb0Gr1-O3sP,27,80000,Mortgage,5,z3Cb0Gr1-O3sP,84ZGx71w-LqLg,p6QG869Q-B9Fc
Y0yoTXgd-wloT,24,100000,Rent,4,Y0yoTXgd-wloT,w07kLOLl-hTHm,sD3291Ae-mbUy
q4NPTD4v-6gGn,23,76500,Rent,0,q4NPTD4v-6gGn,XSS8BA9m-e4ql,OAAvMfYN-I9ds
efb439NG-ktkC,27,50100,Rent,11,efb439NG-ktkC,QrawyTww-ox3E,AOIvlJnH-otwK
3tk1Kezb-bCM7,22,70204,Rent,6,3tk1Kezb-bCM7,yOC9Mdk5-UQtX,8coedYRE-b1SH
GPaTQhif-jdf6,23,54000,Rent,1,GPaTQhif-jdf6,u2QBfHc4-CK3l,h4Jdvqb3-DGhu
Ynh1SzO4-Wmao,24,80000,Mortgage,8,Ynh1SzO4-Wmao,HC5jT5s7-zG0r,mnSq5owO-i8jf
GSDycLnJ-69xs,27,76000,Mortgage,11,GSDycLnJ-69xs,zuP1FLDd-j39B,FRNv1S6f-PuTP
ejFfJa5T-a7yI,32,95000,Mortgage,3,ejFfJa5T-a7yI,eeMIyOp0-Fl6Q,mclbrtO7-wfox
0SHjkHAj-It6m,25,19000,Rent,0,0SHjkHAj-It6m,hYWun3O1-LMLw,euilzptx-E4qH
8KeGO6EQ-UR0v,22,60000,Mortgage,1,8KeGO6EQ-UR0v,IjSaKA1Y-bRdJ,MGWzaKHZ-RIrp
sioxr2r4-JWOX,36,40000,Own,0,sioxr2r4-JWOX,aiQkuxaA-0fK4,bIifgsI7-a4Zh
DTTRyadA-Ur0e,27,33000,Rent,9,DTTRyadA-Ur0e,Bdv3LhRk-LQjT,mH58T3J5-wrG9
kigNs6r5-eE71,22,60350,Mortgage,6,kigNs6r5-eE71,9lGPyqP2-hJsi,cGQpuS8W-tfFa
ovoLeC1p-CN77,27,38000,Rent,5,ovoLeC1p-CN77,u3hYPFiL-ynZ4,DubIsBcK-q3Sb
uP2NNSTP-RrRN,27,124000,Mortgage,9,uP2NNSTP-RrRN,IfLb1HSL-Xl55,Le9tawoD-KQjY
wrmcvxtY-Jk0A,23,51000,Rent,3,wrmcvxtY-Jk0A,7ACZ0DvU-fi6D,GN1KmHZW-YG74
FCZl3tlz-1Epo,23,86000,Mortgage,7,FCZl3tlz-1Epo,wFgC4wMg-CuaL,uxuIdTUA-awp2
GZyPM1Yq-WIaS,40,64200,Rent,2,GZyPM1Yq-WIaS,19ETWRq7-Esau,NKd71kkE-cSDs
8qdAJQhm-peZ6,38,43000,Own,5,8qdAJQhm-peZ6,DNoz7eY7-yj9u,8SoAXMdO-UiUp
2OAU2PR4-Hi1i,39,45000,Mortgage,4,2OAU2PR4-Hi1i,DsAFzROr-Lq9I,hzPkqCD4-Y4NE
qUxdSbtB-0sEt,27,81000,Rent,4,qUxdSbtB-0sEt,jHPCaxPc-A0AU,TgzPgRcj-87nf
m1biGgXU-x8cO,23,26500,Rent,1,m1biGgXU-x8cO,4faWdllN-kbeh,qYf8AZnD-T1xF
bPoqUBmM-PCTl,24,110000,Rent,7,bPoqUBmM-PCTl,1tUBAxfG-5say,OycDixf0-QETF
SMzedmgi-F81d,27,95000,Mortgage,11,SMzedmgi-F81d,4NvYxH0L-8FG4,c6vtBmKU-z002
oGi5rka5-7wgp,27,77976,Rent,2,oGi5rka5-7wgp,JkQOs1wE-K3kk,JIfj80oe-fqcw
FiGDvmNb-S7Wb,24,39996,Own,0,FiGDvmNb-S7Wb,ghod1YQN-NW20,YqdNzX9q-kCg5
GgurPDiT-sfGK,24,48442,Mortgage,8,GgurPDiT-sfGK,MPO9MQkx-YPki,4UZUCuAJ-jnOx
XaEwQwvr-hjEx,36,59800,Mortgage,20,XaEwQwvr-hjEx,CIfetqJp-L0Iv,Mv8rtw5O-IFCp
XqsUPYuK-DnxO,26,55000,Mortgage,NULL,XqsUPYuK-DnxO,tNCeMQoq-nC3H,v63CD2S0-Lj3t
UqYapPwQ-huPo,27,24000,Rent,2,UqYapPwQ-huPo,JckzPfns-uNrn,JNhM2ZAD-ZSjU
08iwXXZl-5U5x,22,14400,Own,0,08iwXXZl-5U5x,rt6WwqJk-oKBb,0fjRt43G-M74x
emqJr9jP-3ckv,33,30000,Rent,0,emqJr9jP-3ckv,8lj4AfR2-oGbv,U89DCkMg-B18A
NTdWJJ32-jIYZ,26,68000,Mortgage,10,NTdWJJ32-jIYZ,rWIUqOY5-RTcU,KE2Is0us-K6jU
ZGsKLAJr-zOWL,37,25000,Rent,5,ZGsKLAJr-zOWL,2MBACE4P-IHOn,RpD9XcRE-q7B5
hB6wkRNA-OH5s,28,25000,Mortgage,5,hB6wkRNA-OH5s,W6moLd9A-vEWE,ETkyYU8t-nvGb
Wwj8Mg9C-LyD9,23,50000,Mortgage,3,Wwj8Mg9C-LyD9,GQPz9ywj-1luE,p3nlkgLJ-uDyJ
nSI0jUnG-LFIk,25,30000,Rent,0,nSI0jUnG-LFIk,BP19AttI-U0oe,eEGkMXIR-hAfj
LI08kf27-DLzY,23,140000,Mortgage,0,LI08kf27-DLzY,kcO0psln-82c0,71lzPJR0-8DnB
k7O03fn8-O6li,22,60000,Rent,2,k7O03fn8-O6li,JlalBZpo-9qmr,1y1Hpm5E-vtvb
CxFTs4MD-GxF1,29,50000,Mortgage,4,CxFTs4MD-GxF1,12GRyfoK-N6KF,d4wPt3Hi-ahhD
XqMqfaoK-6SHf,35,48000,Rent,0,XqMqfaoK-6SHf,tJMBBpv9-NkRN,FlYDDZGU-lsFW
bgvYwYEN-dkik,23,30000,Rent,0,bgvYwYEN-dkik,mXXKC3kW-316u,m5QeQZoC-lsZD
P1Su4FuK-yIp8,33,115000,Rent,9,P1Su4FuK-yIp8,d5I87BYk-S8RK,wL2DXxkg-0nut
sRpr6OOv-AwQ4,23,38400,Rent,5,sRpr6OOv-AwQ4,II1aQPGc-1mXf,kvQik9mF-pHfj
eshM6ISs-ZHyA,25,175000,Rent,4,eshM6ISs-ZHyA,JEX8Chvs-mYKG,8BQOiGcO-FUwl
ohAEO99s-i8s1,29,98736,Own,13,ohAEO99s-i8s1,yI4n3dQq-30Fq,osBbhf1S-zOHO
9Zt0XpIL-gGtx,27,12000,Own,0,9Zt0XpIL-gGtx,JaQQSRMK-MlFG,GEqKtWh8-ItAd
FJiWdUUF-mBZW,30,NULL,Rent,4,FJiWdUUF-mBZW,4WfSg2ml-OXca,pQE2J4u9-0hCO
gXXpZIqg-iYHj,25,49000,Own,4,gXXpZIqg-iYHj,vK916AMx-KM4N,CHNmY6WK-85zp
jCD2tm34-EbEi,30,41600,Mortgage,2,jCD2tm34-EbEi,n3RN4tr3-GTWe,cSWHKGha-7ei1
6bPxUYo8-YaTk,21,50000,Mortgage,5,6bPxUYo8-YaTk,svfXDBp1-Uof3,BGoHQC9t-92m4
jcgtFfXv-dZRl,33,75000,Mortgage,6,jcgtFfXv-dZRl,KexL4HBq-S9bO,XvmoUcCc-iFeU
6LFMoMsw-M6gn,29,60000,Mortgage,13,6LFMoMsw-M6gn,lqNKqlkt-KwNW,uFX9K4fA-o5Bt
8cvYgk9d-v6rZ,24,40000,Mortgage,4,8cvYgk9d-v6rZ,sznhYDGb-uYlL,US8Al9T1-QcaB
2yf02kKf-ThXl,24,80000,Mortgage,8,2yf02kKf-ThXl,R38KRigl-MUxK,ndDYlF3k-0ABs
lWZJjl5M-iCXZ,23,78000,Mortgage,7,lWZJjl5M-iCXZ,LzA2Utq9-q0fO,3RQ6BCth-n77x
9mtz68EU-5Ws9,26,45996,Own,5,9mtz68EU-5Ws9,IqWEkFCB-c0FA,w9JFqbOE-5l2P
pEdAErpG-NFvJ,21,24000,Rent,4,pEdAErpG-NFvJ,zQ4KwPEP-rC18,WqUZyCfB-pxAh
rJ4NCOWc-rp5k,42,45760,Mortgage,4,rJ4NCOWc-rp5k,FGeLPbEu-pXw8,1vq9fr7M-jOaw
PZARH834-TLHD,24,25200,Rent,6,PZARH834-TLHD,w8vKjdqu-Hlq3,pYlTIbEc-HjUH
v8Z0LA4B-CcWQ,22,51996,Rent,3,v8Z0LA4B-CcWQ,omZsDTIZ-wrkf,ars3nGpN-7Z5X
BBhfUPRv-MgeN,34,120000,Mortgage,0,BBhfUPRv-MgeN,lcxZfNnI-m6Gl,4tO8xGN4-7x3K
5dJ89N56-a1HJ,25,80000,Mortgage,9,5dJ89N56-a1HJ,DLQz83ue-TgLs,5omMU9Gr-DqpZ
cnaIyz5T-kRQo,29,18000,Rent,5,cnaIyz5T-kRQo,A1wmLcKx-DKu3,KoKvYxza-iXv7
nq6tlXSo-3Txx,31,36400,Mortgage,0,nq6tlXSo-3Txx,mKFJNJyP-1Zjp,6nIAcAbt-iyXN
qPPg57lv-hUtO,22,18700,Rent,3,qPPg57lv-hUtO,lKl2Xjna-AYsP,df3RJYFw-2tvy
UZsYKwrz-AqFO,25,34500,Rent,1,UZsYKwrz-AqFO,qCyBwpjj-UQUE,w9qtJ48l-0kcl
EfZe2jpt-lWqi,29,33600,Rent,3,EfZe2jpt-lWqi,5e9IQaCK-pBuv,pUEsKg9X-0NIC
4hrm3QAU-3Wsr,35,82863,Rent,14,4hrm3QAU-3Wsr,Dl0k6LlX-PTaO,O1yyn5Fm-4qUn
BH7dg2FN-zL62,26,113000,Mortgage,NULL,BH7dg2FN-zL62,rSUFHGLc-7c8M,MQQXiiUh-Jgfu
Mxdq3QPc-E56B,23,65000,Rent,3,Mxdq3QPc-E56B,n7Bclyay-uqXv,foTEj1ta-EOLB
MH7PxZKo-B8HJ,21,36000,Rent,0,MH7PxZKo-B8HJ,2MasYlUy-muyk,9OwH2Xfd-EOnI
oXTmJy1W-6Aiv,24,98000,Mortgage,8,oXTmJy1W-6Aiv,3C5Lq4Bc-HI6b,BYvrBEBr-87eN
Ou1nrvH4-F4Gh,30,130000,Mortgage,14,Ou1nrvH4-F4Gh,teaPwx5c-bLSN,dhxUp6sE-az33
K6b4pezO-3EHP,37,65004,Mortgage,5,K6b4pezO-3EHP,kSrIOYTm-CTrH,830ZaopE-JEfj
RINyBzUf-hH2K,25,48500,Other,1,RINyBzUf-hH2K,2rK64RGH-bYHQ,DL7lIYqD-veSb
3ixZRJ2l-Egbs,40,142000,Mortgage,2,3ixZRJ2l-Egbs,HDLqiD4c-qunl,Z8G2IOtW-jNfd
dc4Ba4RJ-sDhg,44,109000,Mortgage,17,dc4Ba4RJ-sDhg,drJnfloo-WdiH,Ju5sacmk-UuIv
3LQM2HpP-5YbJ,28,90522,Mortgage,4,3LQM2HpP-5YbJ,rkpdWz2L-amE7,SNoirHYt-l6q8
phjQXJTc-2hAu,21,46200,Rent,5,phjQXJTc-2hAu,U498fwK0-x2aD,fqZ4Re2H-ciS9
r82uoX0T-qaGo,35,48000,Mortgage,8,r82uoX0T-qaGo,okLiP0vU-YeC9,TXJJXafL-Npvl
SDSk8Xhv-NdaW,34,69600,Rent,10,SDSk8Xhv-NdaW,qbvc29nj-3WpO,nEDp6Swl-1U5I
JSMscIlT-A1Lt,32,75000,Mortgage,5,JSMscIlT-A1Lt,wI6mc8aM-eqK7,C2LPYtPo-oxhx
Jo6bG34P-DoIp,25,70000,Rent,2,Jo6bG34P-DoIp,TevhBdBw-XPG2,ksP3g5tf-8Xli
w5w6SldG-Q0mr,25,66000,Rent,9,w5w6SldG-Q0mr,ZUGkybpL-KMGG,ESDSv5TN-w2Cg
OijhwfUN-LtNL,25,80000,Rent,2,OijhwfUN-LtNL,WDDPWxwS-HxUb,xHjtNaza-5ptN
sOw4dYDE-vmnW,22,50000,Mortgage,6,sOw4dYDE-vmnW,090nJqX8-FWiM,89PYf2c3-2wZQ
Pjw7RnnS-8wpB,27,56000,Mortgage,2,Pjw7RnnS-8wpB,7sDBWUDu-rFuu,LaXPFMej-c8rQ
QclSl3F3-ZRwn,27,50000,Rent,1,QclSl3F3-ZRwn,DLojtmGO-CbXw,D7zt2Ocp-dl3l
lUj8wfr6-cr97,23,69996,Mortgage,5,lUj8wfr6-cr97,GMlroTAA-azki,5vdw4v1m-9ArW
7FdFHpUF-nrUw,28,50000,Mortgage,8,7FdFHpUF-nrUw,PSatDzut-zcdu,BhuR8Har-zmfK
hZwGzRRo-rgx2,32,36000,Own,3,hZwGzRRo-rgx2,LgY8t2Al-ovwv,2eaqOxjg-8M4B
hK0iZuEg-Ytg5,23,55000,Rent,1,hK0iZuEg-Ytg5,yLe4wfsj-YLN4,5L1kP75T-8kQb
rdPIb8iT-s6B5,21,52240,Rent,5,rdPIb8iT-s6B5,pxgiBYsI-yPt9,263AN2rw-a447
tXzpD63u-jQ7x,24,73000,Rent,0,tXzpD63u-jQ7x,6cmu4XDe-IaCG,Tn6Exis0-H4u2
4Xx4lOO7-OKeO,27,35004,Rent,7,4Xx4lOO7-OKeO,8g7rCr17-HOP7,B7zCTO09-z01P
YNzs2TFr-XTtt,29,98000,Mortgage,11,YNzs2TFr-XTtt,rP9PEjSy-GOFq,S8linWWQ-Jx27
zXXkSKkC-4byM,22,60000,Mortgage,1,zXXkSKkC-4byM,5WxlA9kR-aQKQ,af8gMnRk-N0uS
ZSxUB636-UjBN,26,41000,Rent,10,ZSxUB636-UjBN,NjyMyp8h-l39p,HZatNUSg-djBm
cZ37y4gN-9PCW,28,65007,Mortgage,4,cZ37y4gN-9PCW,d6Z2BQBK-COMM,vl3fGZv5-QnCg
i4g33O0N-Xq2H,23,120000,Mortgage,7,i4g33O0N-Xq2H,Iq95NFjj-sotF,5KF3DXG8-L4hB
o5rkw1hQ-lG9i,44,94128,Mortgage,14,o5rkw1hQ-lG9i,OpdjQ9l3-FvSU,r7lERiA1-XMmv
mm5PG3f1-DXlJ,23,65000,Mortgage,7,mm5PG3f1-DXlJ,pgzU7jW3-4KZj,QQsDGesv-f2aq
uDFrLKpt-P0x0,24,29140,Rent,1,uDFrLKpt-P0x0,SvmzowKd-GEfU,tTZw4PYp-xKfF
IEx8jLQD-n3Hn,23,60000,Rent,2,IEx8jLQD-n3Hn,I8FwhMYI-PN2a,hlg6UCyf-SZaE
N4OKUmW9-PazH,31,48605,Rent,0,N4OKUmW9-PazH,NN7y1Hvr-0jx3,HZxWRbXE-rCX5
RyM489LA-mfSG,24,80000,Mortgage,0,RyM489LA-mfSG,wgQjFGYz-sn95,TrjLzJUb-M7Tk
2gLYB9Tf-1q6w,23,60000,Rent,1,2gLYB9Tf-1q6w,Uvhm0YFj-5Txs,AHHsbPTI-8do9
eFIzFPaK-W3jD,33,30000,Rent,0,eFIzFPaK-W3jD,zLZhW3Pe-Ai5v,T0ynL7Kk-wMx5
ltIsHun6-DaLN,29,79200,Mortgage,NULL,ltIsHun6-DaLN,PmrbvAXy-mxuR,eEEgezAG-vJKG
Mjvd94OY-X7qF,26,48000,Rent,4,Mjvd94OY-X7qF,oPrSsW9K-khts,rcm6PBNW-LJ9j
1MEtjDqu-a02x,33,21600,Rent,3,1MEtjDqu-a02x,D47ArNkP-AG5L,YNaWsk6G-cUvm
WWRpF9Rv-00lp,32,27000,Rent,2,WWRpF9Rv-00lp,Ph9HsFOJ-qJSX,TzBJioal-umfG
7U0DTmsf-axjH,31,157000,Mortgage,5,7U0DTmsf-axjH,9rtP7A39-rg88,qWIYCASt-c7Ym
6OknJk7d-AutU,23,30000,Rent,5,6OknJk7d-AutU,uwg5MEA3-3CFw,ikEKcEQ6-u6pc
zqIZHars-5do8,38,51000,Rent,3,zqIZHars-5do8,O8wQpRPk-tMCE,Bdf79lmW-U4XB
wmasRQ18-6OlQ,35,28000,Own,3,wmasRQ18-6OlQ,A84F2sN7-RvWF,gFg3A8h4-Nuj9
ACyNRoQz-yJSz,23,14000,Rent,2,ACyNRoQz-yJSz,nPXPDPkE-bLyH,e49O7T1w-AXxM
YZgU6Wos-2mP9,NULL,38500,Mortgage,2,YZgU6Wos-2mP9,lsTkzr1a-99PL,xF9beIPs-pB0Y
Tgsv6nzf-yLxy,31,50268,Mortgage,4,Tgsv6nzf-yLxy,dDaB8UX5-e4bR,eQChY5st-Km0e
nDXQWd8w-B2t0,25,79000,Mortgage,0,nDXQWd8w-B2t0,yqFTPzRo-P9vK,qC2WdM7R-0t4l
UbDC3FrI-1z5C,30,36000,Mortgage,4,UbDC3FrI-1z5C,ASDhsoUx-eLhY,GRoRnxqj-chgy
YOoHXWM3-p6uB,27,200000,Mortgage,7,YOoHXWM3-p6uB,ZRf2g0Tp-vgDf,OcKoQxip-40J5
Q6b5qEr1-1eKe,25,155004,Mortgage,9,Q6b5qEr1-1eKe,FnjMtNdB-U4K0,fHq3cl6Z-cmIZ
loXLDRec-Jj14,24,32000,Rent,1,loXLDRec-Jj14,Ymj1rsnv-mFN4,6KQkFqsx-n39c
5x1P09xx-WBPZ,24,125000,Mortgage,9,5x1P09xx-WBPZ,zyMy1dI6-AIIR,Rn0Fmhtu-sBTb
3kvpFmoz-xvfQ,37,39000,Rent,5,3kvpFmoz-xvfQ,eoDIutOp-Bray,a8O25Bz4-jlcb
nvXQnbtP-ySuB,24,34000,Rent,2,nvXQnbtP-ySuB,fzwUL9ff-w7z4,GZrTi3NA-8Wup
qo6qQ0iS-YjD8,39,41725,Rent,4,qo6qQ0iS-YjD8,xoSXm0Dv-3JQP,sUcjZvoC-hYSg
HvZb3X4y-5QKU,23,36000,Mortgage,3,HvZb3X4y-5QKU,AX3cxyaM-mgI1,hLgr55dn-dXDJ
yjKI5aYw-htzU,22,47580,Mortgage,6,yjKI5aYw-htzU,NaGcPoNJ-jD1Z,ydG9A13U-ooWM
GT0dNy5B-hLzc,35,40000,Rent,2,GT0dNy5B-hLzc,paJQZE70-sTLH,4mD2X9QD-oCX5
sBhlzKNI-ZRrw,22,89004,,7,sBhlzKNI-ZRrw,yOfiHA4p-9SIU,E8skOFDq-OJiW
ko0XeNKs-jzEi,35,40000,Own,5,ko0XeNKs-jzEi,CrXTjYFW-JzUy,RlRlT6gr-xFd9
OwAuEfA5-HD3R,24,30000,Rent,2,OwAuEfA5-HD3R,1yHs4Y6i-fcTm,1fh8ZjRs-UUdj
gyki6NZ9-r1jb,25,48000,Mortgage,NULL,gyki6NZ9-r1jb,UB8ODqdF-DcQr,jGdLUNz0-mhqv
UbWoe2OK-KpNN,39,108000,Mortgage,3,UbWoe2OK-KpNN,TYB8uPGb-JCeX,Nxzb4nBs-1tTm
Yh8NMi89-fINf,24,70550,Rent,8,Yh8NMi89-fINf,EjcdpjCl-Hh2r,ggBpbnWy-Tkuz
CuEQeJ5s-HE4d,22,30000,Rent,1,CuEQeJ5s-HE4d,7lputj40-Xi9l,IkaB844t-JtSO
j0O7eOFf-x3Ef,33,72250,Mortgage,0,j0O7eOFf-x3Ef,AFx38R83-qmKI,1qSBwCG9-rHDU
am7w3q7J-q6eU,28,30996,Rent,7,am7w3q7J-q6eU,0mYmtiYo-lhay,AptMZ4MH-xnHC
TqfqfpJM-jwFY,23,100000,Mortgage,7,TqfqfpJM-jwFY,e15lHxwF-MpLh,E6l7zzMW-1ZJZ
slJjcsSA-clRt,23,58000,Mortgage,7,slJjcsSA-clRt,sgfFmK3L-HeF8,ksJeWpIE-t6rj
J17zA4Dc-4yUD,29,54000,Rent,12,J17zA4Dc-4yUD,r9YcJm6h-fbIe,FsiodvcA-XwPa
nxuC16tH-pB4w,32,15600,Rent,4,nxuC16tH-pB4w,R0CjHh8O-27Oz,f0J7Ethv-u873
GcLCZg6N-f7FC,25,70000,Rent,3,GcLCZg6N-f7FC,Lk5g9BoW-gdy1,xi1k1AJq-iayg
ToJSEYX0-vJp8,23,54000,Rent,4,ToJSEYX0-vJp8,Kgd8xkLW-2Fnr,bM2gJvBN-kB2L
Ln7ERR4U-wBUD,24,100000,Mortgage,8,Ln7ERR4U-wBUD,qe5cwQon-uKMt,3fUEoCFA-0lul
LEPnv3DW-ZbO3,24,19200,Rent,2,LEPnv3DW-ZbO3,0HsGDUMx-D1g7,Td2OAh5u-4JSa
jiKQzqA7-0up3,23,31000,Rent,7,jiKQzqA7-0up3,s7qT1Ydq-LlGi,9oHjtRD9-YUS5
wYYiwuHd-L61G,24,19000,Own,3,wYYiwuHd-L61G,XGah4GdQ-7cZ9,yoRapf2L-7pAK
QZFB3pWk-bZ3s,28,130000,Mortgage,1,QZFB3pWk-bZ3s,wOQMMBrr-6ks4,51DSTIU3-hIeT
GZbZWx7g-U4UT,31,75000,Rent,2,GZbZWx7g-U4UT,Kx1N8KUW-T815,OEo8bxku-4qbA
rmA7ccnX-M8aU,23,103240,Mortgage,0,rmA7ccnX-M8aU,TZNO1tpq-5T0Z,SxDFG6pz-ev5i
hKIFqldO-I592,29,140000,Rent,5,hKIFqldO-I592,2c9781MH-Yxp8,QyE8d9Xs-KT33
9990SZcu-6bxh,27,61000,Mortgage,6,9990SZcu-6bxh,r40uIrKo-38sd,Xe0Aj0g0-dRp1
W7fwRQC7-dqgA,31,50000,,3,W7fwRQC7-dqgA,ZxmJOON9-aBR1,2kH9JW1C-pRGu
wLD0t9C9-Caqx,27,35000,Rent,4,wLD0t9C9-Caqx,ggHJFtH7-TliP,5kNJGkSs-dYpO
pC9AufDt-llRf,35,22300,Own,1,pC9AufDt-llRf,Am0hmewS-OQ7R,87tG9FzU-ASRv
