person_id,person_age,person_income,person_home_ownership,person_emp_length,person_id
6WvCJ3cq-7jIS,27,42000,Mortgage,0,6WvCJ3cq-7jIS
6WwfrARC-fmHv,21,24996,Rent,3,6WwfrARC-fmHv
6wwUvbdo-uQ84,27,42000,Rent,2,6wwUvbdo-uQ84
6X4TqXNZ-BwP0,24,20856,Own,NULL,6X4TqXNZ-BwP0
6xhejeBw-01I3,37,125000,Mortgage,1,6xhejeBw-01I3
6xpEofYH-1Wcl,25,65900,Rent,2,6xpEofYH-1Wcl
6xWdkbzS-4baw,31,20000,Rent,7,6xWdkbzS-4baw
6XxTyjZD-eR3Q,28,39600,Mortgage,2,6XxTyjZD-eR3Q
6xXwIodf-gKap,26,96000,Mortgage,10,6xXwIodf-gKap
6y9ggwDh-jOfb,23,35000,Rent,5,6y9ggwDh-jOfb
6YA8BCW6-7hIk,26,33800,Mortgage,9,6YA8BCW6-7hIk
6ybEX9Un-rD0b,40,40000,Own,2,6ybEX9Un-rD0b
6yCl4Y3d-mRnr,33,100000,Rent,4,6yCl4Y3d-mRnr
6yctOAr1-3yEA,31,28800,Rent,1,6yctOAr1-3yEA
6yFcQCIO-FaHn,28,57000,Mortgage,13,6yFcQCIO-FaHn
6YKtHEqn-01gS,26,60000,Rent,0,6YKtHEqn-01gS
6ylExxk2-pbUA,26,60000,Mortgage,3,6ylExxk2-pbUA
6ypw6dI0-ERWD,23,42000,Mortgage,1,6ypw6dI0-ERWD
6z0alE5U-iFoQ,30,65004,Mortgage,9,6z0alE5U-iFoQ
6Z9F4Zqg-2kEY,27,140987,Mortgage,5,6Z9F4Zqg-2kEY
6Zfe3ik0-Hxp8,45,26000,Rent,17,6Zfe3ik0-Hxp8
6ZgUoDxQ-uNG8,38,100000,Rent,0,6ZgUoDxQ-uNG8
6zLLFTDS-43PE,28,24000,Rent,0,6zLLFTDS-43PE
703GqDjR-YHhq,32,81204,Mortgage,6,703GqDjR-YHhq
70eJPd7Z-EPBb,25,48000,Mortgage,9,70eJPd7Z-EPBb
70H8ym5H-MaSn,31,351699,Rent,7,70H8ym5H-MaSn
70kkwmGp-1Xns,23,40000,Rent,2,70kkwmGp-1Xns
7190JJZB-KT7w,23,15000,Rent,3,7190JJZB-KT7w
719EKu57-mFIY,24,40000,Rent,1,719EKu57-mFIY
71FUYsqj-e7oA,29,58500,Rent,1,71FUYsqj-e7oA
71Lmu4xg-2I2j,30,75000,Rent,0,71Lmu4xg-2I2j
71Mt5hfG-Po21,23,51996,Rent,0,71Mt5hfG-Po21
73Iegqsv-EkgJ,37,200000,Mortgage,3,73Iegqsv-EkgJ
73LFrYBh-0sh6,23,45378,Mortgage,7,73LFrYBh-0sh6
741GDBxW-dzFB,31,121000,Mortgage,15,741GDBxW-dzFB
744fFIr8-pwSm,27,223000,Rent,2,744fFIr8-pwSm
74a1rPJo-N0H2,32,107000,Rent,4,74a1rPJo-N0H2
74JOTgMS-5pfl,24,134000,Mortgage,2,74JOTgMS-5pfl
74oj0tKW-bOb4,22,31200,Mortgage,NULL,74oj0tKW-bOb4
74xgTg8e-mGEe,25,18000,Rent,3,74xgTg8e-mGEe
75Av257N-zLRg,26,37500,Rent,3,75Av257N-zLRg
760n1alv-qcY2,29,200000,Rent,4,760n1alv-qcY2
76BssA4Z-Dyyk,33,34000,Mortgage,8,76BssA4Z-Dyyk
76FCBFSM-Fvmh,41,32000,Mortgage,2,76FCBFSM-Fvmh
76iOE3mC-QPNT,23,37000,Rent,4,76iOE3mC-QPNT
76TDSWLb-AUyI,27,60000,Rent,8,76TDSWLb-AUyI
775GhBpP-eTKk,30,39600,Rent,4,775GhBpP-eTKk
77a52n1S-5cj5,24,54000,Rent,8,77a52n1S-5cj5
77E0vBzg-aB1T,23,84000,Mortgage,4,77E0vBzg-aB1T
77hWNGBc-pRaH,31,38000,Own,15,77hWNGBc-pRaH
77RIR9Iv-99oI,25,70000,Rent,6,77RIR9Iv-99oI
77ulfLkP-kTqJ,30,49000,Rent,13,77ulfLkP-kTqJ
780aIEvy-HCMO,24,37500,Rent,2,780aIEvy-HCMO
78eBkd1W-yg2R,28,21084,Own,NULL,78eBkd1W-yg2R
78H9M5CT-dl3G,26,67000,Mortgage,10,78H9M5CT-dl3G
78zlk4tL-wJ2z,29,75840,Own,5,78zlk4tL-wJ2z
797src1e-d6fu,21,30000,Mortgage,0,797src1e-d6fu
79MuZECU-yaA4,23,63000,Rent,0,79MuZECU-yaA4
79RRkEQ4-ePHZ,25,31000,Rent,5,79RRkEQ4-ePHZ
7a6d1Mw2-B4CC,24,120000,Rent,4,7a6d1Mw2-B4CC
7aa4tFnH-NU4i,38,61450,Own,6,7aa4tFnH-NU4i
7AezrqOq-1xY5,38,27600,Rent,3,7AezrqOq-1xY5
7ai7Tjyc-iyd9,27,39000,Rent,3,7ai7Tjyc-iyd9
7aIcoNSW-R7PF,23,87000,Mortgage,7,7aIcoNSW-R7PF
7aKymJqr-gOGv,32,17040,Rent,NULL,7aKymJqr-gOGv
7am4zqlz-WD7n,25,35000,Rent,3,7am4zqlz-WD7n
7aQosgks-15AE,22,55000,Own,0,7aQosgks-15AE
7ASTi6PE-fFaf,21,38000,Rent,5,7ASTi6PE-fFaf
7bfxKuGS-7bZ2,37,200000,Mortgage,2,7bfxKuGS-7bZ2
7bHEWby8-pWIG,28,55000,Rent,1,7bHEWby8-pWIG
7bPeZSC2-0qBh,27,89000,Mortgage,2,7bPeZSC2-0qBh
7C36lH4v-PD57,36,120000,Mortgage,5,7C36lH4v-PD57
7CBgsDL3-eRM3,25,42910,Rent,3,7CBgsDL3-eRM3
7Ce3QRlb-Zd1y,24,105018,Mortgage,8,7Ce3QRlb-Zd1y
7CnY9ddx-NBB4,24,72000,Rent,5,7CnY9ddx-NBB4
7cumiUTm-XaCW,34,103000,Mortgage,5,7cumiUTm-XaCW
7d0rvzUL-bQ6p,25,30000,Rent,4,7d0rvzUL-bQ6p
7d0xyUs6-wmdF,22,16800,Rent,2,7d0xyUs6-wmdF
7dBZdhCE-h8p6,21,115000,Mortgage,2,7dBZdhCE-h8p6
7Dj20qgx-8Ge2,33,62000,Rent,17,7Dj20qgx-8Ge2
7DMofDe9-OjUv,21,39996,Mortgage,6,7DMofDe9-OjUv
7dNGcmCv-Pii5,33,65000,Mortgage,3,7dNGcmCv-Pii5
7du8xwol-6nBx,26,43680,Rent,5,7du8xwol-6nBx
7EeGrOiu-4DvU,22,40000,Mortgage,6,7EeGrOiu-4DvU
7eFbeFRL-YLCP,24,42000,Mortgage,9,7eFbeFRL-YLCP
7eIeQQRU-gt8m,35,60000,Mortgage,5,7eIeQQRU-gt8m
7ENM5ef5-lv9r,26,31000,Rent,5,7ENM5ef5-lv9r
7eOJWTm5-LXOA,26,43873,Own,NULL,7eOJWTm5-LXOA
7ePM3ODr-RZJY,27,41000,Rent,11,7ePM3ODr-RZJY
7epXulyT-Xr4x,32,99996,Mortgage,16,7epXulyT-Xr4x
7Ev4RiLq-dQO9,28,51150,Mortgage,1,7Ev4RiLq-dQO9
7EYKH7bU-AkM9,62,62050,Mortgage,29,7EYKH7bU-AkM9
7F7vQ9lN-LydI,23,35000,Own,7,7F7vQ9lN-LydI
7FAXFNS1-LP7i,22,31200,Rent,1,7FAXFNS1-LP7i
7FdFHpUF-nrUw,28,50000,Mortgage,8,7FdFHpUF-nrUw
7fJ4YCfN-B9J7,22,40000,Mortgage,1,7fJ4YCfN-B9J7
7fN1hndW-vhor,24,35556,Own,9,7fN1hndW-vhor
7FuRPybf-tjaj,22,75000,Rent,5,7FuRPybf-tjaj
7FYuRff4-yvu6,44,70000,Rent,4,7FYuRff4-yvu6
7FzcIfzu-DiL4,23,24000,Rent,3,7FzcIfzu-DiL4
7G3MBYzM-w4BC,39,56100,Mortgage,23,7G3MBYzM-w4BC
7G4uGQ2s-4hwL,38,63500,Own,3,7G4uGQ2s-4hwL
7gjWxAF3-CB1P,29,31100,Rent,2,7gjWxAF3-CB1P
7Gn7TBY7-dRK6,24,55000,Rent,0,7Gn7TBY7-dRK6
7GNf8vss-9QaZ,22,34500,Rent,0,7GNf8vss-9QaZ
7GqrnOtU-iXMN,25,130000,,NULL,7GqrnOtU-iXMN
7gTbQqBm-fwxK,29,38000,Mortgage,3,7gTbQqBm-fwxK
7GXvNadn-TCM7,23,105000,Mortgage,5,7GXvNadn-TCM7
7h0xSn7N-y8Xo,44,12000,Own,5,7h0xSn7N-y8Xo
7h5hfz4I-ojOU,29,36000,Rent,0,7h5hfz4I-ojOU
7h6wyf7B-9qGB,35,54000,Rent,NULL,7h6wyf7B-9qGB
7h8n6BL3-KPN3,35,32000,Rent,4,7h8n6BL3-KPN3
7HCP9Fzf-SwJU,29,61455,Mortgage,1,7HCP9Fzf-SwJU
7hcWeBlX-npvy,42,65000,Mortgage,25,7hcWeBlX-npvy
7hFug1vr-JzJN,25,91200,Mortgage,9,7hFug1vr-JzJN
7HgwIk6E-E5u6,22,76296,Mortgage,6,7HgwIk6E-E5u6
7HKKGpQr-Jl6y,31,20000,Rent,0,7HKKGpQr-Jl6y
7hL4vUsU-1INh,35,62500,Own,2,7hL4vUsU-1INh
7hMJQCu2-EMJv,29,126000,Mortgage,0,7hMJQCu2-EMJv
7HnrwITO-RBZZ,33,23400,Rent,13,7HnrwITO-RBZZ
7HpdW2L7-7s76,23,90000,Rent,0,7HpdW2L7-7s76
7hsEhKcz-WjAD,25,150000,Mortgage,9,7hsEhKcz-WjAD
7hvCwMA9-oLTM,33,81000,Own,4,7hvCwMA9-oLTM
7Hy6dcCi-cbiX,29,260000,Mortgage,0,7Hy6dcCi-cbiX
7hYusJNh-XHBs,23,65000,Own,7,7hYusJNh-XHBs
7i2bfQx4-YdqH,44,26500,Mortgage,5,7i2bfQx4-YdqH
7I3nN5yL-wTJA,33,45000,Rent,2,7I3nN5yL-wTJA
7iBu1pLh-b5LT,23,65000,Rent,0,7iBu1pLh-b5LT
7iiirYbB-vmAf,27,60000,Mortgage,4,7iiirYbB-vmAf
7ikjwl3H-B127,25,38496,Mortgage,7,7ikjwl3H-B127
7iNFkUtE-7cmD,43,50000,Own,3,7iNFkUtE-7cmD
7IopS1IJ-y39E,27,52000,Rent,3,7IopS1IJ-y39E
7iPBtzbQ-yBR2,33,70000,Mortgage,3,7iPBtzbQ-yBR2
7IQBY8fl-rrta,31,63324,Mortgage,8,7IQBY8fl-rrta
7irw1zdR-DTjX,23,19200,Rent,0,7irw1zdR-DTjX
7IW8Oeqa-P4Fc,30,90000,Mortgage,5,7IW8Oeqa-P4Fc
7IW9YDGp-Jien,28,46858,Mortgage,NULL,7IW9YDGp-Jien
7iYxlSjF-fs6X,25,46000,Mortgage,1,7iYxlSjF-fs6X
7Jc5oscX-X13H,50,116000,Mortgage,22,7Jc5oscX-X13H
7JFu4ijl-sMlb,24,72800,Mortgage,0,7JFu4ijl-sMlb
7Jh0h7Cx-OshR,22,50000,Own,3,7Jh0h7Cx-OshR
7jhfoxa6-ecy1,29,87000,Mortgage,4,7jhfoxa6-ecy1
7jHlgbXD-HIjS,23,28600,Rent,7,7jHlgbXD-HIjS
7JJsKQMF-bN7z,24,40000,Own,6,7JJsKQMF-bN7z
7jluALwX-Ds7S,40,75000,Rent,NULL,7jluALwX-Ds7S
7JOZz4b9-Xm7f,24,NULL,Mortgage,8,7JOZz4b9-Xm7f
7jQcRTuX-F3Zw,23,42996,Mortgage,2,7jQcRTuX-F3Zw
7JQgD4P4-UYKl,22,80000,Mortgage,6,7JQgD4P4-UYKl
7JXIukpO-6pEb,23,39800,Mortgage,NULL,7JXIukpO-6pEb
7jxqJIuP-I1OS,26,27000,Mortgage,NULL,7jxqJIuP-I1OS
7kD1EnjP-f9c9,35,50000,Rent,4,7kD1EnjP-f9c9
7kE80ROd-Hk2B,26,27000,Rent,0,7kE80ROd-Hk2B
7Ko4ztDj-cmgC,21,60000,Mortgage,5,7Ko4ztDj-cmgC
7KOliBSd-Tx41,31,60000,Rent,11,7KOliBSd-Tx41
7kUGsKeu-zrjw,33,90000,Mortgage,4,7kUGsKeu-zrjw
7kvAtAbU-YEhA,23,35352,Mortgage,NULL,7kvAtAbU-YEhA
7kvpju9K-YnDC,22,91234,Mortgage,6,7kvpju9K-YnDC
7kwcw83a-LLLv,26,127992,Mortgage,10,7kwcw83a-LLLv
7l0ZWO9b-tqcs,24,37000,Mortgage,8,7l0ZWO9b-tqcs
7LA3isTn-UTGf,27,30000,Rent,12,7LA3isTn-UTGf
7le7sImW-lwfj,37,29000,Mortgage,8,7le7sImW-lwfj
7LKrRZOZ-47mv,39,55000,Rent,0,7LKrRZOZ-47mv
7LNtLe6u-5dZU,32,86000,Rent,4,7LNtLe6u-5dZU
7LTGaDYY-6GfI,23,38400,Rent,1,7LTGaDYY-6GfI
7lUaQ6Fe-p9rv,23,110000,Rent,0,7lUaQ6Fe-p9rv
7LuDrTtd-ehjQ,26,90000,Mortgage,1,7LuDrTtd-ehjQ
7lyEE2mz-c8bS,36,29000,Mortgage,5,7lyEE2mz-c8bS
7Mdi0fnd-04TA,38,27500,Mortgage,5,7Mdi0fnd-04TA
7meKBusR-Hxmw,28,30000,Rent,4,7meKBusR-Hxmw
7mjL9GMI-aP7X,41,28000,Own,9,7mjL9GMI-aP7X
7mJwKOHk-qGkx,26,18000,Rent,1,7mJwKOHk-qGkx
7mrSNDxM-4nuJ,26,50000,Rent,0,7mrSNDxM-4nuJ
7mt8YsQG-klgr,33,108000,Mortgage,17,7mt8YsQG-klgr
7MTQX9nQ-BnFW,21,21600,Mortgage,6,7MTQX9nQ-BnFW
7n0TEqtK-NqOe,25,42000,Rent,1,7n0TEqtK-NqOe
7n4qCAfN-WL1y,24,46000,Mortgage,2,7n4qCAfN-WL1y
7nEczqn7-rfLw,30,25000,Rent,6,7nEczqn7-rfLw
7NHUYgic-IshU,27,30000,Rent,2,7NHUYgic-IshU
7ni2HCCx-zm1p,27,72000,Mortgage,11,7ni2HCCx-zm1p
7nL2ZiMl-ERcI,24,38000,Own,0,7nL2ZiMl-ERcI
7nMU17Tl-QDwx,31,30000,Own,6,7nMU17Tl-QDwx
7nNasXp7-gaH9,32,65000,Rent,16,7nNasXp7-gaH9
7NSjwsbG-blbM,40,49788,Rent,1,7NSjwsbG-blbM
7nsw5178-dNap,23,95000,Mortgage,6,7nsw5178-dNap
7nt4bE23-G0Kq,38,35000,Rent,0,7nt4bE23-G0Kq
7nUAUQf0-08yT,28,35000,Rent,6,7nUAUQf0-08yT
7nur3E8m-H96O,24,60000,Rent,4,7nur3E8m-H96O
7Oc9JBrC-apnR,29,48000,Mortgage,3,7Oc9JBrC-apnR
7OGfyYxn-S9OW,23,30000,Own,0,7OGfyYxn-S9OW
7ohnHZdk-DOEu,23,22800,Mortgage,3,7ohnHZdk-DOEu
7Ok720Yf-SMMQ,24,65000,Mortgage,8,7Ok720Yf-SMMQ
7OuvkCbG-l3MX,25,71000,Mortgage,9,7OuvkCbG-l3MX
7Oyj7kes-T53b,23,48000,Rent,7,7Oyj7kes-T53b
7OYYnGPZ-IXmS,23,62500,Mortgage,7,7OYYnGPZ-IXmS
7P8I8GNf-deZ5,28,50000,Mortgage,1,7P8I8GNf-deZ5
7pj2K8Ic-0YxU,21,25000,Mortgage,6,7pj2K8Ic-0YxU
7pl14bha-9F71,23,35000,Rent,5,7pl14bha-9F71
7PlCfaHB-pkYG,26,NULL,Mortgage,9,7PlCfaHB-pkYG
7prh68vh-MM8D,34,147000,Rent,1,7prh68vh-MM8D
7PS6LDFb-CiwA,31,60000,Rent,6,7PS6LDFb-CiwA
7Q8Gn4yq-ssWD,31,58000,Own,15,7Q8Gn4yq-ssWD
7qeAnELY-Eefo,24,35000,Rent,9,7qeAnELY-Eefo
7QhxfaMJ-s7IU,22,32000,Rent,0,7QhxfaMJ-s7IU
7qnNGLgl-Bn4y,23,38000,Rent,7,7qnNGLgl-Bn4y
7qplQI9K-KRwZ,24,48000,Own,4,7qplQI9K-KRwZ
7QqQpNRY-RNlc,40,61500,Rent,3,7QqQpNRY-RNlc
7qsDAciu-0khR,29,45000,Rent,0,7qsDAciu-0khR
7qZK3ntc-LKvI,29,130000,Mortgage,13,7qZK3ntc-LKvI
7r7ZOTHw-Uqon,29,74000,Rent,11,7r7ZOTHw-Uqon
7R91u4gk-lEJc,25,22000,Mortgage,9,7R91u4gk-lEJc
7r9TCeTT-JR8e,21,18000,Rent,0,7r9TCeTT-JR8e
7RB2MbPr-EXP9,26,63000,Rent,3,7RB2MbPr-EXP9
7RBzhM09-Jmsu,27,66240,Rent,7,7RBzhM09-Jmsu
7RNTB8kM-f94f,23,30000,Rent,0,7RNTB8kM-f94f
7rocmjao-SRqW,25,54000,Mortgage,4,7rocmjao-SRqW
7RQIMddk-6OjE,23,58000,Other,0,7RQIMddk-6OjE
7RRLfQMH-QtEt,23,46585,Rent,3,7RRLfQMH-QtEt
7RwhDly5-34q5,24,16800,Rent,NULL,7RwhDly5-34q5
7RzHU62y-ei7f,26,68400,Rent,10,7RzHU62y-ei7f
7shogmbk-l3bS,31,46000,Rent,6,7shogmbk-l3bS
7siahO4T-R8bG,26,48000,Rent,0,7siahO4T-R8bG
7sm7f40M-YpjY,23,90000,Own,7,7sm7f40M-YpjY
7SnFxbR8-oHFw,22,125000,Rent,3,7SnFxbR8-oHFw
7TBnS7nK-LRzD,33,60000,Mortgage,4,7TBnS7nK-LRzD
7tEU7b8p-NwsP,27,120000,Mortgage,11,7tEU7b8p-NwsP
7TIYKOF5-3iXR,27,44000,Rent,1,7TIYKOF5-3iXR
7tjfSAzd-37MH,38,17108,Mortgage,7,7tjfSAzd-37MH
7Tl8CSre-Mdr6,28,95000,Mortgage,9,7Tl8CSre-Mdr6
7TlgoRLk-xgHz,26,21000,Own,4,7TlgoRLk-xgHz
7TQWrsuT-AfeI,23,54000,Rent,0,7TQWrsuT-AfeI
7TSzZccb-vl8p,24,30000,Rent,0,7TSzZccb-vl8p
7tXpj7We-G8bO,22,49000,Mortgage,2,7tXpj7We-G8bO
7tyTYUHK-gKwT,25,121000,Mortgage,1,7tyTYUHK-gKwT
7tZJDfON-IK35,23,67000,Mortgage,7,7tZJDfON-IK35
7U0DTmsf-axjH,31,157000,Mortgage,5,7U0DTmsf-axjH
7u3UJbD7-2cOG,22,52000,Rent,0,7u3UJbD7-2cOG
7U4qcpe7-jNdx,25,26400,Mortgage,1,7U4qcpe7-jNdx
7UDZroJF-1LRZ,23,50000,Rent,1,7UDZroJF-1LRZ
7ufD0OLg-MBho,24,43000,Rent,3,7ufD0OLg-MBho
7uLvmRRE-Hqss,23,52102,Mortgage,1,7uLvmRRE-Hqss
7UmmIANU-iZQZ,33,42000,Rent,3,7UmmIANU-iZQZ
7uq48wU7-GtB0,29,70000,Mortgage,7,7uq48wU7-GtB0
7UQ6hsHs-zsdL,28,40000,Mortgage,12,7UQ6hsHs-zsdL
7v6aNEBa-Ky9G,35,130000,Rent,11,7v6aNEBa-Ky9G
7v8vQ0BI-yblI,35,62000,Mortgage,0,7v8vQ0BI-yblI
7vAJEr6D-HSxa,24,37200,Mortgage,2,7vAJEr6D-HSxa
7vBIBhhj-Tw8I,31,25000,Rent,0,7vBIBhhj-Tw8I
7vdQEuSn-T9pr,22,18000,Rent,0,7vdQEuSn-T9pr
7vIGy3ZI-2oHp,28,80000,Rent,3,7vIGy3ZI-2oHp
7vMaC87f-hFHi,23,95004,Rent,2,7vMaC87f-hFHi
7vPnMP2K-GIeX,30,150000,Rent,2,7vPnMP2K-GIeX
7wgJtyI0-onS2,31,150000,Rent,NULL,7wgJtyI0-onS2
7WH9ZD99-0SH0,24,34000,Rent,0,7WH9ZD99-0SH0
7wk4BIQl-EWRS,35,37000,Rent,2,7wk4BIQl-EWRS
7WZmTdIo-kALM,29,82450,Mortgage,11,7WZmTdIo-kALM
7X6ObWgj-3L6R,23,144000,Own,1,7X6ObWgj-3L6R
7xBiR86G-EdJb,21,34000,Rent,4,7xBiR86G-EdJb
7xBTR5Xc-fKMr,37,63000,Rent,1,7xBTR5Xc-fKMr
7XcKTbdT-5LpS,36,120000,Mortgage,12,7XcKTbdT-5LpS
7xI4i4DO-xvx7,27,60000,Mortgage,7,7xI4i4DO-xvx7
7xp9GJL2-9eB1,32,20000,Rent,3,7xp9GJL2-9eB1
7xRo3WlC-L27x,29,22080,Own,3,7xRo3WlC-L27x
7xUrsTDJ-PNvM,29,92000,Rent,5,7xUrsTDJ-PNvM
7xwbDNQq-WhGJ,29,108000,Rent,11,7xwbDNQq-WhGJ
7y6lCS3z-wms7,26,76000,Rent,6,7y6lCS3z-wms7
7Y8d18SR-5Ooh,38,50000,Mortgage,4,7Y8d18SR-5Ooh
7yAqltCi-MMFs,40,25000,Rent,0,7yAqltCi-MMFs
7YcmvgAi-GWGY,37,30000,Own,13,7YcmvgAi-GWGY
7YhK2mkj-p8Q7,36,155000,Mortgage,9,7YhK2mkj-p8Q7
7yHumldx-JPfP,27,51000,Own,11,7yHumldx-JPfP
7yKBAWrx-cs7M,37,79000,Rent,2,7yKBAWrx-cs7M
7YMRyK8M-BXs3,25,188000,,9,7YMRyK8M-BXs3
7YmZkkws-kqWY,25,85000,Mortgage,4,7YmZkkws-kqWY
7yn2gKwg-7Y4c,28,108041,Mortgage,6,7yn2gKwg-7Y4c
7YodjavJ-IZFR,21,61000,Rent,3,7YodjavJ-IZFR
7yTiI2OO-UNnd,38,40000,Rent,15,7yTiI2OO-UNnd
7YUdN6p9-xkxt,21,14400,Rent,3,7YUdN6p9-xkxt
7yWlCmjX-mZ3I,32,74000,Mortgage,0,7yWlCmjX-mZ3I
7z3AiLcF-nP2l,29,70000,Rent,13,7z3AiLcF-nP2l
7Z4U0aqS-xZ71,26,42000,Rent,0,7Z4U0aqS-xZ71
7zCf5kKF-OcpW,44,61000,Rent,2,7zCf5kKF-OcpW
7ZmahQle-0zzZ,24,72000,Rent,5,7ZmahQle-0zzZ
7zOhBYON-HYEg,27,63844,Mortgage,11,7zOhBYON-HYEg
7ZPoaiKI-HvWy,22,81996,Mortgage,6,7ZPoaiKI-HvWy
7zsfDgvk-oyen,24,48000,Rent,5,7zsfDgvk-oyen
7zUTi9Tt-NGp0,35,54000,Own,NULL,7zUTi9Tt-NGp0
7ZuvyXOR-xwEY,27,129900,Mortgage,11,7ZuvyXOR-xwEY
7zzvFRYr-T1DD,24,56000,Mortgage,8,7zzvFRYr-T1DD
809UPCLt-Qiq6,31,36000,Mortgage,NULL,809UPCLt-Qiq6
80IcWwuS-vrMS,31,36000,Rent,5,80IcWwuS-vrMS
80LlDeid-F7IQ,26,50004,Rent,3,80LlDeid-F7IQ
80T2Tj7m-dZZ6,24,46151,Rent,2,80T2Tj7m-dZZ6
80uxBJA3-wjKe,33,82000,Rent,5,80uxBJA3-wjKe
81b5koaU-v5hR,34,38000,Rent,3,81b5koaU-v5hR
81NchY0d-YZd0,29,47000,Rent,0,81NchY0d-YZd0
81pE6yus-ycpx,23,30000,Rent,3,81pE6yus-ycpx
81q1OOmW-WKeW,25,36000,Rent,0,81q1OOmW-WKeW
81S7xySz-HsQY,47,168000,Mortgage,13,81S7xySz-HsQY
81sqnPMD-SwP5,29,450000,Mortgage,4,81sqnPMD-SwP5
82iT83RK-pkwN,26,32496,Mortgage,8,82iT83RK-pkwN
83AmbZB4-rw1J,25,47000,Rent,1,83AmbZB4-rw1J
83ecbcHt-LdOY,33,70632,Mortgage,NULL,83ecbcHt-LdOY
83gD5rA7-pn6o,29,48000,Mortgage,2,83gD5rA7-pn6o
83iuBO6H-NTNb,22,110000,Rent,3,83iuBO6H-NTNb
83OBDo5r-A4tC,31,110000,Mortgage,5,83OBDo5r-A4tC
83RHbgwK-x5qR,28,159000,Mortgage,3,83RHbgwK-x5qR
84A8fB9m-rW3c,32,42000,Rent,0,84A8fB9m-rW3c
84DWxumS-yr0b,37,56000,Mortgage,2,84DWxumS-yr0b
84LEZ65O-hby5,28,64049,Mortgage,7,84LEZ65O-hby5
858CUDLS-cAru,32,120000,Mortgage,16,858CUDLS-cAru
85D193sz-EEW2,22,57600,Own,6,85D193sz-EEW2
85m5k2QY-pBIA,25,79992,Mortgage,9,85m5k2QY-pBIA
85XBvmLH-QHQ9,26,35000,Mortgage,10,85XBvmLH-QHQ9
866JW48X-S8Hs,23,122000,Rent,7,866JW48X-S8Hs
86akeWIu-1k2B,21,18000,Rent,5,86akeWIu-1k2B
86dZgAaR-koOp,26,22296,Own,NULL,86dZgAaR-koOp
86tCUMnL-Ndgy,36,24000,Own,5,86tCUMnL-Ndgy
86xCWjGY-C3YW,33,25000,Mortgage,0,86xCWjGY-C3YW
87abAYHW-H7kb,21,44000,Rent,0,87abAYHW-H7kb
87EkctKW-kJqa,28,61104,Mortgage,2,87EkctKW-kJqa
87f8whFn-GaAC,24,64000,Mortgage,8,87f8whFn-GaAC
886gM2FS-Z5Rl,25,120000,Rent,1,886gM2FS-Z5Rl
88DvlbJg-RtEW,31,25000,Rent,0,88DvlbJg-RtEW
88s3nc7r-pRaq,25,59000,Own,6,88s3nc7r-pRaq
88ttUugR-lcDl,28,60000,Rent,12,88ttUugR-lcDl
88uAy5y3-taFr,21,53684,Mortgage,5,88uAy5y3-taFr
88uzEgrI-t3t1,37,74000,Rent,0,88uzEgrI-t3t1
88WMzhgz-eqN7,23,33359,Rent,2,88WMzhgz-eqN7
8917nnYO-P4p4,23,75000,Rent,7,8917nnYO-P4p4
8966GK5r-cPxX,30,21996,Rent,4,8966GK5r-cPxX
8a2NnM0p-PHQL,22,112000,Mortgage,2,8a2NnM0p-PHQL
8A8OrAa4-Lteh,30,65000,Own,1,8A8OrAa4-Lteh
8AACJYQv-hWmh,23,54996,Mortgage,7,8AACJYQv-hWmh
8AaSsmRC-3eDx,22,70000,Rent,1,8AaSsmRC-3eDx
8aCwFQHN-o0BU,37,30000,Rent,0,8aCwFQHN-o0BU
8aHtcPyN-hUzB,24,15600,Rent,3,8aHtcPyN-hUzB
8at7ckyR-PDBY,28,54590,Rent,3,8at7ckyR-PDBY
8AYaI8lG-eovU,30,57000,Mortgage,6,8AYaI8lG-eovU
8AyDsUGc-DTfb,28,59000,Mortgage,1,8AyDsUGc-DTfb
8azJH4RA-RL4W,30,72000,Mortgage,3,8azJH4RA-RL4W
8b5caH2B-xpiM,46,80000,Mortgage,8,8b5caH2B-xpiM
8BcXkd0M-PZaS,39,65000,Rent,12,8BcXkd0M-PZaS
8BFul9bW-xJm5,50,54996,Rent,0,8BFul9bW-xJm5
8BMMiLGL-2nrq,39,60197,Rent,6,8BMMiLGL-2nrq
8BmvWx0v-ZeZm,30,117500,Mortgage,3,8BmvWx0v-ZeZm
8BmycuXn-nGUU,27,95500,Mortgage,3,8BmycuXn-nGUU
8BQNlLwy-cypO,38,74000,Rent,21,8BQNlLwy-cypO
8bQnlmYq-1Jf5,29,103000,Rent,0,8bQnlmYq-1Jf5
8bQWRUTG-9xnF,29,61628,Rent,2,8bQWRUTG-9xnF
8bvoCgce-t8iC,31,15204,Rent,NULL,8bvoCgce-t8iC
8bW6Us0L-sebJ,27,72000,Mortgage,2,8bW6Us0L-sebJ
8BZmPozA-OrAm,23,26880,Rent,6,8BZmPozA-OrAm
8c81cG9o-aYn9,31,42000,Rent,3,8c81cG9o-aYn9
8CahRaM7-KljP,25,27600,Rent,2,8CahRaM7-KljP
8CaqQC9I-qS3N,23,65000,Rent,0,8CaqQC9I-qS3N
8CC7vcj6-o5f6,30,89004,Rent,6,8CC7vcj6-o5f6
8CcYMFOC-vEoq,22,88000,Mortgage,6,8CcYMFOC-vEoq
8cIFOiMx-bKox,31,62400,Mortgage,8,8cIFOiMx-bKox
